xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Begriff	Top_1	Top_3	Top_5
ET02252	Druesen, Drusen	Druesen, Drusen	Substantiv	2.	Branntwein aus Weinhefe gewonnen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Weinbrand	Weinbrand; Branntewein; Schnaps; Wacholderschnaps	Weinbrand; Branntewein; Schnaps; Branntwein; Kurzer; Wacholderschnaps
EW00675	Äpfelwi(n)	Äpfelwin, Äpfelwi	Substantiv		Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelperlwein; Apfelwein	Apfelwein	Apfelwein; Apfelperlwein; Apfelschaumwein	Apfelwein; Apfelperlwein; Apfelschaumwein; Apfelschorle; Palmwein
EW00678	Birenwi(n)	Birenwin, Birenwi	Substantiv		Birnwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	Obstwein; Fruchtwein	Obstwein; Fruchtwein	Obstwein; Fruchtwein; Palmwein; Rebensaft; Tafelwein
EW00679	Branntenwi(n), Brënntewi(n)	Branntenwin, Branntenwi, Brënntewin, Brënntewi	Substantiv		Branntwein, Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein	Branntwein; Branntewein; Schnaps	Branntwein; Branntewein; Schnaps; Feuerwasser; Kurzer
EW00682	Dreimännerwin	Dreimännerwin	Substantiv		Wein, der so sauer ist, dass drei Männer den Trinkenden festhalten müssen (sonst würde er  sich weigern, ihn zu nehmen)	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; das Trinken	Rebensaft; Wein; das Trinken; Tropfen; Tafelwein
EW00685	Edelwin	Edelwin	Substantiv		feine Sorte Weisswein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Weißer; Weißwein	Weißwein	Weißwein; Weißer; Roséwein	Weißwein; Weißer; Roséwein; Weißbier; Grauburgunder
EW00686	Ehrwein	Ehrwein	Substantiv		Ehrenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Tafelwein	Tafelwein; Wein; Rebensaft	Tafelwein; Wein; Rebensaft; Gänsewein; Portwein
EW00688	Gänswin	Gänswin	Substantiv		schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Fruchtwein
EW00690	Grumbirenbrënntewin	Grumbirenbrënntewin	Substantiv		Branntwein aus gegorenen Kartoffeln	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein; Branntewein	Branntwein; Branntewein; Schnaps	Branntwein; Branntewein; Schnaps; Feuerwasser; Kurzer; Anisschnaps
EW00706	Stichwin	Stichwin	Substantiv		der zur Probe aus dem Fass genommene Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Gänsewein	Wein; Rebensaft; Gänsewein; Most; Tafelwein
EW00712	Trinkwi(n)	Trinkwin, Trinkwi	Substantiv		leichter Wein, der gewonnen wird, wenn man nach dem Pressen der Trauben die Träber mit Wasser übergiesst und nach einem Zuckerzusatz nochmals gären lässt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Federweißer	Rebensaft; Wein; Federweißer; Weinbrand; Süßwein
EW00713	Truebwi(n), Trüebwi(n)	Truebwin, Truebwi, Trüebwin, Trüebwi	Substantiv		Trübwein, der letzte, nicht mehr klare W. aus einem Fasse	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Gänsewein; Grauburgunder
EW01009	Wermuet	Wermuet	Substantiv	2.	Wermutbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Wermutbranntwein	Wermutbranntwein	Wermutbranntwein; Verdauungsschnaps; Magenbitter	Wermutbranntwein; Verdauungsschnaps; Magenbitter; Alster; Zielwasser
EW01152	Wasser	Wasser	Substantiv	1.	Wasser, Trinkwasser, Quellwasser, Regenwasser, Fluss, Teich, See, Meer. Von einem Arbeitsscheuen	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinkwasser; Wasser	Wasser; Trinkwasser	Wasser; Stilles Wasser; Trinkwasser; Erfrischungsgetränk	Wasser; Stilles Wasser; Trinkwasser; Stilles Wasser; Kranwasser; Erfrischungsgetränk; Durstlöscher
EW01154	Bappelwasser	Bappelwasser	Substantiv	1.	geistige Getränke	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Spirituose	Gesöff	Gesöff; billiger Alkohol; Trinkbares	Gesöff; billiger Alkohol; Trinkbares; Shortdrink; Drink
EW01154	Bappelwasser	Bappelwasser	Substantiv	2.	Tee aus Blättern der Rosenpappel	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Tee	Tee	Tee; Förstertee; Jägertee	Tee; Förstertee; Jägertee; Hüttentee; Kräutertee
EW01168	Kirsenwasser, Kirschenwasser	Kirsenwasser, Kirschenwasser	Substantiv		Branntwein aus Kirschen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kirsch; Kirschgeist; Kirschwasser	Kirschwasser; Kirsch	Kirschwasser; Kirsch; Kirschgeist	Kirschwasser; Kirsch; Kirschgeist; Aprikosenschnaps; Aprikosenbrand; Trinkschokolade; Kölsch; Punsch
EW01182	Schüsselwasser	Schüsselwasser	Substantiv	2.	schlechter Kaffee; dünne, kraftlose Suppe	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Geplämpe	Geplämpe	Geplämpe; Lurke
EW01183	Seckelwasser	Seckelwasser	Substantiv		schlechtes Getränk, Wein und Bier	Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier; Getränk; Trank; Trinkbares; das Trinken; Trunk; Wein	Trunk; Bier; Trank	Trunk; Trank; Gesöff; das Trinken; Getränk; Bier	Trunk; Trank; Gesöff; das Trinken; Drink; Bier; Getränk
EW01189	Wichtwasser, Gewichtwasser, Wihwasser	Wichtwasser, Gewichtwasser, Wihwasser	Substantiv	2.	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Feuerwasser; Branntwein; Branntewein	Schnaps; Feuerwasser; Branntwein; Branntewein; Anisschnaps; Kurzer
EZ00219	Zucker II	Zucker	Substantiv	2.	Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Feuerwasser; Anisschnaps
LA00253	Änes	Änes	Substantiv	2.	Anisbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Anisbranntwein; Anislikör; Anisschnaps; Arrak	Anisbranntwein; Magenbitter	Anisbranntwein; Anisschnaps; Zuckerrohrschnaps; Magenbitter; Digestif; Grappa	Anisbranntwein; Anisschnaps; Zuckerrohrschnaps; Kornbranntwein; Wermutbranntwein; Magenbitter; Digestif; Grappa; Cidre
LA00351	Appelvitz	Appelvitz	Substantiv		Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelperlwein; Apfelwein	Apfelwein	Apfelwein; Apfelschaumwein; Apfelperlwein	Apfelwein; Apfelschaumwein; Apfelperlwein; Apfelschorle; Honigwein
LA00352	Äbbel-win	Äbbelwin	Substantiv		Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelperlwein; Apfelwein	Apfelwein	Apfelwein; Apfelperlwein; Apfelschaumwein	Apfelwein; Apfelperlwein; Apfelschaumwein; Apfelschorle; Perlwein; Honigwein
LB00004	Babbel-wasser	Babbelwasser	Substantiv		Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Feuerwasser; Branntwein	Schnaps; Feuerwasser; Branntwein; Branntewein; Anisschnaps
LB00183	Bäre-dreck	Bäredreck	Substantiv		Süßholzsaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Saft	Gemüsesaft	Gemüsesaft; Obstsaft; Fruchtsaft	Gemüsesaft; Obstsaft; Fruchtsaft; Smoothie; Apfelsaftschorle
LB00331	Paure-wein	Paurewein	Substantiv		ungekelteter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Gänsewein	Wein; Rebensaft; Gänsewein; Tafelwein; Obstwein
LB00479	Pek I	Pek	Substantiv		saurer Wein, aus Trestern hergestellt, indem man Wasser zusetzt u. das Gemisch einige Tage in einem Fasse stehen läßt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Landwein; Riesling	Wein; Landwein; Riesling; Tafelwein; Fruchtwein
LB00755	Bier II	Bier	Substantiv		Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Kellerbier; Biermischgetränk	Bier; Kellerbier; Biermischgetränk; Bockbier; Leichtbier
LB01103	Blotz-milch	Blotzmilch	Substantiv		Buttermilch, die durch Butter blotze entsteht	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Buttermilch	Buttermilch	Buttermilch; Schickermilch; H-Milch	Buttermilch; Schickermilch; H-Milch; Milchmixgetränk; Dosenmilch
LB01322	Brach	Brach	Substantiv		dicke Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Dickmilch; Sauermilch; gestandene Milch; saure Milch	Schickermilch; Sauermilch; saure Milch	Schickermilch; saure Milch; Sauermilch; gestandene Milch; Dickmilch	Schickermilch; saure Milch; Sauermilch; Dickmilch; Vollmilch; gestandene Milch; haltbare Milch; Magermilch
LB01350	Brannte-win	Branntewin	Substantiv		Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein	Branntwein; Branntewein; Schnaps	Branntwein; Branntewein; Schnaps; Feuerwasser; Kurzer; Fusel
LB01497	Brockel	Brockel	Substantiv	1.	geronnene Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Dickmilch; Sauermilch; gestandene Milch; saure Milch	Milch	Milch; Dosenmilch; Schickermilch	Milch; Dosenmilch; Schickermilch; haltbare Milch; gestandene Milch
LD00368	Dick-milch	Dickmilch	Substantiv		sauer Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Dickmilch; Sauermilch; gestandene Milch; saure Milch	Vollmilch; saure Milch; Sauermilch	Vollmilch; Sauermilch; haltbare Milch; saure Milch; gestandene Milch; Dickmilch	Vollmilch; Sauermilch; haltbare Milch; saure Milch; H-Milch; gestandene Milch; Dickmilch; Magermilch
LD00695	Drank	Drank	Substantiv	1.	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelperlwein; Apfelwein	Apfelwein	Apfelwein; Apfelperlwein; Apfelschaumwein	Apfelwein; Apfelperlwein; Apfelschaumwein; Apfelschorle; Tafelwein; Perlwein
LD00818	Trep(s)	Treps, Trep	Substantiv	3.	Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein; Schnaps	Branntwein; Branntewein; Schnaps	Branntwein; Branntewein; Schnaps; Feuerwasser; Kurzer; Anisschnaps
LD00927	Dronk	Dronk	Substantiv	2.	Trank, heilkräftiges Getränk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken	das Trinken; Trunk; Trank	das Trinken; Trunk; Trank; Drink; Getränk
LD00927	Dronk	Dronk	Substantiv	1.	Trunk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Trunk	Trunk; Trank; Getränk	Trunk; Trank; Getränk; Drink; das Trinken
LD00971	Druff	Druff	Substantiv	1.	trüber Wein als Faßrest	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Tafelwein; Wein	Rebensaft; Tafelwein; Wein; Portwein; Süßwein
LD01008	Drusenbrantwin	Drusenbrantwin	Substantiv		fast allg. Branntwein aus Weinhefe gewonnen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Weinbrand; Schnaps	Weinbrand; Kurzer; Schnaps; Branntwein; Branntewein	Weinbrand; Kurzer; Schnaps; Branntewein; Feuerwasser; Branntwein
LD01116	Tur II	Tur	Substantiv	2.	Runde	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Trunk; Getränk	Trunk; Getränk; Trank; Drink	Trunk; Getränk; Trank; das Trinken; Drink
LD01139	Turne	Turne	Substantiv	1.	Runde, für jeden am Tisch ein Glas	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Trunk; das Trinken	Trunk; das Trinken; Trank; Drink	Trunk; das Trinken; Trank; Trinkbares; Getränk; Drink
LE00056	Eichelkaffee	Eichelkaffee	Substantiv		Eichelkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Eichelkaffee	Eichelkaffee	Eichelkaffee; Ersatzkaffee; Kaffeeersatz	Eichelkaffee; Ersatzkaffee; Kaffeeersatz; Zichorienkaffee; IrishCoffee
LF00916	Vir-schotz	Virschotz	Substantiv		der erste Branntwein, der beim Brennen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps; Branntewein	Schnaps; Branntewein; Branntwein	Schnaps; Branntewein; Branntwein; Fusel; Weinbrand; Kurzer; Feuerwasser
LF00954	Vitz	Vitz	Substantiv		Obstwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	Obstwein	Obstwein	Obstwein; Fruchtwein; Wein
LF01130	Föll-wein	Föllwein	Substantiv		Füllwein, Wein zum Nach- und Auffüllen im Fasse	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Gänsewein	Wein; Rebensaft; Gänsewein; Tafelwein; Fruchtwein
LF01160	Vor-laf	Vorlaf	Substantiv		Vorlauf d. i. der erste Branntwein, der beim Brennen ausfließt. Er ist zu alkoholreich, um getrunken zu werden, u. dient zu Einreibungen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein; Branntewein	Branntwein; Branntewein; Kurzer; Schnaps	Branntwein; Branntewein; Kurzer; Anisschnaps; Schnaps; Fusel
LF01369	Fusel	Fusel	Substantiv		geringer, schlechter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Fusel; Schnaps	Fusel	Fusel; Branntewein; Kurzer; Branntwein	Fusel; Branntewein; Kurzer; Branntwein; Feuerwasser; Schnaps
LG00244	Ge-drenks	Gedrenks	Substantiv	1.	Getränke	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Getränk	Getränk; Drink; Trunk	Getränk; Drink; Trunk; Trank; Gesöff; das Trinken
LG00339	Geischt	Geischt	Substantiv		Weingeist, Alkohol	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Hochprozentiges; Spirituose	Spirituose	Spirituose; Hochprozentiges; billiger Alkohol	Spirituose; Hochprozentiges; billiger Alkohol; Tropfen; Gin; Dünnbier; Weinbrand
LG00782	Giges I	Giges	Substantiv		schlechter Branntwein, Fusel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Fusel; Schnaps	Fusel	Fusel; Schnaps; Branntewein; Kurzer; Branntwein	Fusel; Schnaps; Branntewein; Branntwein; Weinbrand; Kurzer; Feuerwasser
LG00947	Gom	Gom	Substantiv	4.	ein süßliches Getränk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken	das Trinken; Trunk; Trank; Getränk; Drink	das Trinken; Trunk; Trank; Getränk; Drink
LG00987	Grächen	Grächen	Substantiv		neuer Wein; Wein, der gerade trinkbar geworden. G. genannt wegen seiner grauen Farbe	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Federweißer; Sauser	Federweißer	Federweißer; Sauser; Weißwein; Märzen	Federweißer; Sauser; Weißwein; Weißer; Grauburgunder; Märzen; Rotwein
LG01050	Gräwel-wasser	Gräwelwasser	Substantiv		schlechter Branntwein, Fusel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Fusel; Schnaps	Fusel	Fusel; Branntewein; Branntwein	Fusel; Branntewein; Branntwein; Feuerwasser; Schnaps; Kurzer
LG01193	Grumberebrantwein	Grumberebrantwein	Substantiv		Kartoffelsprit	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntewein; Schnaps	Branntewein; Branntwein; Schnaps	Branntewein; Branntwein; Schnaps; Obstschnaps; Weinbrand; Kurzer; Anisschnaps
LH00199	Häns-chen	Hänschen	Substantiv		ein Achtel Liter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntewein	Branntewein; Branntwein; Schnaps	Branntewein; Branntwein; Schnaps; Kurzer; Feuerwasser; Fusel
LH00357	Heffen	Heffen	Substantiv	2.	ein Gläschen Hefenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntewein; Grappa	Branntewein; Branntwein; Schnaps; Grappa; Weinbrand; Pilsbier	Branntewein; Branntwein; Schnaps; Weinbrand; Zuckerrohrschnaps; Grappa; Pilsbier; Absacker
LK00024	Kaffee	Kaffee	Substantiv	1.	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Kaffee	Kaffee; Café; Caro-Kaffee	Kaffee; Café; Caro-Kaffee; Brühe; Lorke
LK00028	Kaffeebrih	Kaffeebrih	Substantiv		schlechter Milchkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Milchkaffee; Plampel; Plempe; Plämpe; Plörre	Milchkaffee; Lorke	Milchkaffee; Brühe; Plörre; Caro-Kaffee; Plempe; Lorke; Geplämpe; Ballerbrühe; Lurke	Milchkaffee; Brühe; Plörre; Lurke; Caro-Kaffee; Plempe; Geplämpe; Lorke; Ballerbrühe; Plampel
LK00259	Kassis	Kassis	Substantiv	2.	Likör, der aus der Frucht derselben zubereitet wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Cassis; Johannisbeerlikör	Likör	Likör; Likörwein; Mandellikör	Likör; Likörwein; Mandellikör; Johannisbeerlikör; Kakao
LK00343	Keizen	Keizen	Substantiv	2.	schlechter Wein, Krätzer	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Gänsewein	Wein; Rebensaft; Gänsewein; Tafelwein; Tropfen
LK00372	Kelterwein	Kelterwein	Substantiv		Wein von gekelterten Trauben im Gegensatz zu	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Traubenmost; Sauser
LK00547	Kirsch	Kirsch	Substantiv	2.	Kirschenschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kirsch; Kirschgeist; Kirschwasser	Kirschwasser; Kirschgeist	Kirschwasser; Kirsch; Kirschgeist	Kirschwasser; Kirsch; Kirschgeist; Aprikosenschnaps; Aprikosenbrand; Trinkschokolade; Kölsch
LK01060	Kowen-bretchen	Kowenbretchen	Substantiv		Gläschen Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein; Branntewein	Branntwein; Branntewein; Schnaps	Branntwein; Branntewein; Schnaps; Feuerwasser; Anisschnaps
LK01499	Kwetsch I	Kwetsch	Substantiv	2.	Zwetschenschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	Zwetschgenschnaps; Pflaumenbranntwein	Zwetschgenschnaps; Zwetschgenbrand; Zwetschgenwasser; Pflaumenbranntwein	Zwetschgenschnaps; Zwetschgenbrand; Zwetschgenwasser; Aprikosenschnaps; Aprikosenbrand; Pflaumenbranntwein
LK01505	Kwetschwasser	Kwetschwasser	Substantiv		Zwetschenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	Zwetschgenschnaps; Zwetschgenbrand	Zwetschgenschnaps; Zwetschgenbrand; Zwetschgenwasser	Zwetschgenschnaps; Zwetschgenbrand; Zwetschgenwasser; Aprikosenschnaps; Aprikosenbrand; Pflaumenbranntwein
LL00401	Lier	Lier	Substantiv		Holzapfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelperlwein; Apfelwein	Apfelperlwein	Apfelperlwein; Apfelschaumwein; Apfelwein	Apfelperlwein; Apfelschaumwein; Apfelwein; Apfelschorle; Perlwein; Obstwein
LM00027	Mawebitter	Mawebitter	Substantiv		Magenbitter	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Digestif; Magenbitter; Verdauungsschnaps	Magenbitter	Magenbitter; Digestif; Verdauungsschnaps	Magenbitter; Digestif; Verdauungsschnaps; Absacker; Wachmacher; Aufgussgetränk; Wermutbranntwein
LM00226	Matten	Matten	Substantiv	1.	geronnene Milch, aus der Käse gemacht wird; Käsmatte	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Dickmilch; Sauermilch; gestandene Milch; saure Milch	Milchshake	Milchshake; Buttermilch; Trinkmilch	Milchshake; Buttermilch; Trinkmilch; H-Milch; gestandene Milch
LM00280	Mehlsuffe	Mehlsuffe	Substantiv		Trank mit beigemischtem M. für die Haustiere	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken; Trunk	das Trinken; Trunk; Trank	das Trinken; Trunk; Trank; Getränk; Drink
LM00317	Melkersch	Melkersch	Substantiv		soviel Milch, als in einem Mal gemolken wird	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Milch	Milch; Dosenmilch; Trinkmilch	Milch; Dosenmilch; Trinkmilch; Kaffee mit aufgeschäumter Milch; Milchshake
LM00416	Milch	Milch	Substantiv		Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Milch	Milch; Trinkmilch; Magermilch	Milch; Trinkmilch; Magermilch; Schickermilch; Dosenmilch
LM00470	Mirabell	Mirabell	Substantiv	2.	Mirabellenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Marillenbrand; Marillenschnaps	Marillenbrand; Marillenschnaps; Tresterschnaps; Wacholderschnaps	Marillenbrand; Marillenschnaps; Tresterschnaps; Feuerzangenbowle; Kranwasser; Wacholderschnaps; Branntewein
LM00620	Moschketeller	Moschketeller	Substantiv		Muskatellertraube, –wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Tafelwein; Grauburgunder	Wein; Tafelwein; Grauburgunder; Gänsewein; Rebensaft
LM00677	Mupp	Mupp	Substantiv		schlechter, minderwertiger Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Fusel; Schnaps	Fusel	Fusel; billiger Alkohol; Branntewein; Kurzer; Feuerwasser	Fusel; billiger Alkohol; Branntewein; Feuerwasser; Branntwein; Kurzer; Schnaps
LM00713	Musikante-brih	Musikantebrih	Substantiv		(eigentl. Musikantenbrühe) verächtl. für schlechten Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Geplämpe; Plörre; Ballerbrühe; Lurke	Geplämpe; Plörre; Ballerbrühe; Lurke	Geplämpe; Plörre; Geschlapp; Plämpe; Ballerbrühe; Lurke
LN00228	Ninni	Ninni	Substantiv		Milch in der Kindersprache	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Milch	Milch; Dosenmilch; Trinkmilch	Milch; Dosenmilch; Trinkmilch; Schickermilch; Milchmixgetränk
LO00248	Owes-dronk	Owesdronk	Substantiv		Abendtrunk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Trank; das Trinken; Trunk	Trank; das Trinken; Trunk	Trank; das Trinken; Trunk; Gesöff; Drink; Trinken; Getränk
LO00251	Owesstrach	Owesstrach	Substantiv		die am Abend gemolkene Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	haltbare Milch	haltbare Milch; H-Milch; Milchmischgetränk	haltbare Milch; H-Milch; Milchmischgetränk; Milchmixgetränk; Dosenmilch
LR00162	Rattegift	Rattegift	Substantiv		schlechter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Fusel; Schnaps	Fusel	Fusel; Schnaps; Feuerwasser; Branntwein; Branntewein	Fusel; Schnaps; Feuerwasser; Branntewein; Branntwein; Kurzer
LR00330	Rend I	Rend	Substantiv		Runde	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Getränk	Getränk; Trunk; Drink; das Trinken	Getränk; Trunk; Drink; Trank; Gesöff; das Trinken
LR00660	Runding	Runding	Substantiv		Runde	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Getränk	Getränk; Drink; Trank; das Trinken	Getränk; Drink; Trank; Trunk; das Trinken; Tropfen
