ID	Lemma	Definition	Konzept	Konzept_gemappt	Antwort_Modell
PW02221	Wermut	mit Wermut 1b hergestelltes bitteres alkoholisches Getränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PW02528	Wieder-täufer	saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PW02762	Wilhelm	Schnaps aus Williams Christbirnen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Other	other
PW03280	Witwen-macher	aus Traubenrückständen hergestellter Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PW03430	Wolfs-tee	Tee von der Königskerze	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Trinken	Trinken
PW03707	Wupp-dich	Branntwein, Schnaps allgemein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PW03707	Wupp-dich	ein Schluck oder ein Gläschen Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PW03721	Wurf	kleines Trinkglas, bzw. dessen Inhalt	Getränk	Trinken	Trinken
PXXX	Glüh-wein	Glühwein	Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	Trinken	Trinken
PZ00283	Zecherei	ausgiebiges Trinken im Gasthaus	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PZ00285	Zech-gelage	Besäufnis in geselliger Runde	Trinken.Alkohol_trinken	Other	other
PZ00541	Zichorie	fürbende Kaffeezusatz, -ersatz und das daraus gewonnene Getränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Trinken	Trinken
PZ00542	Zichorie-brühe	schlechter, dünner Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PZ00545	Zichorie-kaffee	Getränk aus bzw. mit Zichorienwurzel	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Trinken	Trinken
PZ00649	Ziel-wasser	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PZ00892	Zitronen-saft	Flüssigkeit der Zitrone und das daraus bereitete Getränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Trinken	Trinken
PZ00893	Zitronen-wasser	mit Zitronensaft gemischtes Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Trinken	Trinken
PZ01090	Zucker-brühe	verzuckerter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PZ01151	Zucker-wasser	mit Zucker und Wasser angerührtes Getränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Trinken	Trinken
PZ01154	Zucker-wein	(nur im Sommertagslied): Bezeichnung für süßen Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PZ02137	Zwockel-wein	Wein, der in Bayern gewachsen ist	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
EG01147	gutteren	aus einem Fläschchen trinken	Trinken	Trinken	Trinken
EG01325	gluckeren	schlürfen, trinken	Trinken.Geräuschvoll_trinken	Trinken	Trinken
EG01330	glucklen	trinken	Trinken	Trinken	Trinken
EH01203	hüpperen	trinken	Trinken	Trinken	Trinken
EK01581	klëmmen	trinken	Trinken	Trinken	Trinken
EK01653	klepfen	wegschnappen, verzehren (Obst; eine Flasche Wein)	Trinken.Alkohol_trinken	Other	other
EK01662	klopfen	schlagen, hämmern; mit dem Glase auf den Tisch klopfen, wenn man im Wirtshaus noch etwas wünscht; trinken	Trinken	Other	other
EL00173	verlëchen	austrocknen, verschmachten vor Durst	Durst	Trinken	Trinken
EL00740	lällen	lechzen vor Hitze und Durst, von Hunden, Rindern, Federvieh, zuweilen übtr. auch vom Menschen gesagt: vor Durst die Zunge heraushängen lassen	Durst	Trinken	Trinken
EL01062	läppelen	saufen (vom Hund)	Trinken	Trinken	Trinken
EL01062	läppelen	trinken mit dem Nebengedanken des Behaglichen, Langsamen	Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken
EL01063	läpperen	schlürfen, schlappern (von Hunden); langsam und behaglich, langsam trinken	Trinken.Geräuschvoll_trinken; Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken
EL01080	lipplen	saufen (von der Katze)	Trinken	Trinken	Trinken
EL01367	leschen	löschen (Feuer, Durst, Staub)	Trinken	Trinken	Trinken
EM00633	mëmm(e)len	in der Kindersprache trinken	Trinken	Trinken	Trinken
EM00633	mëmm(e)len	behaglich und in kleinen Zügen wiederholt trinken, von älteren Leuten und von Gewohnheitstrinkern	Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken
EP00137	bëcheren	zechen, pokulieren, tüchtig trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
EP00228	büchsen	trinken	Trinken	Trinken	Trinken
EP00295	bafen, bäfen	trinken	Trinken	Trinken	Trinken
EP00297	baferen, bäferen	tüchtig trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
EP00429	packen	trinken	Trinken	Trinken	Trinken
EP01277	panschen, banschen	viel, tüchtig essen oder trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
EP01858	bürsten	viel trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
EP01859	us bursten	austrinken	Trinken.Austrinken	Trinken	Trinken
EP02088	busen	trinken, den Durst löschen	Trinken	Trinken	Trinken
EP02832	pfëtzen	trinken	Trinken	Trinken	Trinken
EP03365	blasen	trinken, gern und viel	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
EP03369	us blasen	austrinken	Trinken.Alkohol_trinken;Trinken.Austrinken	Trinken	Trinken
ES00272	seiflen	geräuschvoll und anhaltend trinken	Trinken.Geräuschvoll_trinken; Trinken.Häufig_lange_trinken	Trinken	Trinken
ES00280	sufen	saufen, vom Vieh	Trinken	Trinken	Trinken
ES00280	sufen	grob von Menschen gesagt, trinken	Trinken	Trinken	Trinken
ES00286	us sufen	leer saufen, leer trinken	Trinken.Austrinken	Trinken	Trinken
ES00306	süfflen, säufflen	trinken, mehr scherzhaft gesagt	Trinken	Trinken	Trinken
ES00306	süfflen, säufflen	kleine Schlücke nehmen, aber anhaltend dabei bleiben	Trinken.Langsam_kleine_Mengen_trinken; Trinken.Häufig_lange_trinken	Trinken	Trinken
ES00608	suckelen	langsam saugen	Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken
ES01152	surpfen	mit Geräusch trinken oder vom Löffel schmatzen	Trinken.Geräuschvoll_trinken	Trinken	Trinken
ES02175	schuren II	nach einer Hochzeit bei den Eingeladenen von Haus zu Haus gehen und zechen: die Männer trinken Wein, die Frauen Kaffee Andolsh. u. Umg	Trinken; Trinken.Alkohol_trinken	Trinken	Trinken
ES02377	schaskenen	trinken	Trinken	Trinken	Trinken
ES02451	dran schütten	trinken	Trinken	Trinken	Trinken
ES02583	schleifen, schleipfen	trinken	Trinken	Trinken	Trinken
ES02767	schlamperen	die Tränke saufen, vom Vieh; verächtlich auch vom Menschen	Trinken	Trinken	Trinken
ES03013	schletzen	gierig, essen oder trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
ES03030	schlutzen, schlotzen	schlürfen, mit Wohlbehagen trinken	Trinken.Geräuschvoll_trinken	Trinken	Trinken
ES03507	schnapsen	Schnaps trinken	Trinken.Alkohol_trinken	Trinken	Trinken
ES03508	schnäpslen	Schnäpschen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
ES03812	schwächen	trinken, zechen, saufen	Trinken.Alkohol_trinken	Trinken	Trinken
ES03991	schwerzen	trinken	Trinken	Trinken	Trinken
ES04525	spritzen, spretzen	trinken	Trinken	Trinken	Trinken
ES04592	stäüben	derb für trinken	Trinken	Trinken	Trinken
ET00171	düchlen	scherzh. trinken	Trinken	Trinken	Trinken
ET00270	dudlen, düdlen	zechen, trinken	Trinken; Trinken.Alkohol_trinken	Trinken	Trinken
ET01807	trudlen, truttlen	trinken	Trinken	Trinken	Trinken
ET02159	trinken	trinken	Trinken	Trinken	Trinken
ET02161	nach trinken	einem andern nachtrinken, nach einem andern aus demselben Glas trinken	Trinken	Trinken	Trinken
EZ00046	zëchen	trinken	Trinken	Trinken	Trinken
EZ00154	ziehe(n), ziegen	gierig trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
LB00626	be-schipsen	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
LB00676	be-trinken	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
LB01560	bruddelen	mit Geräusch Wasser schlürfen (vom Vieh)	Trinken.Geräuschvoll_trinken	Trinken	Trinken
LD00392	dieschten	dursten	Durst	Trinken	Trinken
LD00590	tompen	schlummern, nippen	Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken
LD00701	dranken	trinken	Trinken	Trinken	Trinken
LD00816	drenken	trinken	Trinken	Trinken	Trinken
LD00870	trinken	trinken	Trinken	Trinken	Trinken
LD01185	tuten II	tüchtig trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
LD01188	duttlen	trinken, saugen	Trinken	Trinken	Trinken
LF00496	ver-lechen	austrocknen, verschmachten vor Durst	Durst	Trinken	Trinken
LL00146	läppsen	nippen; essen od. trinken wie einer, dem es nicht recht schmeckt	Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken
LL00196	lebbern	nippen' schlürfen	Trinken.Langsam_kleine_Mengen_trinken;Trinken.Geräuschvoll_trinken	Trinken	Trinken
LL00467	literen	tüchtig trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
LR00037	rädelen	zuviel essen od. trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
LS00441	schepplen	trinken, mit dem Nebenbegriff des Gewohnheitsmäßigen	Trinken	Trinken	Trinken
LS00742	schlirpsen	schlürfen beim Trinken	Trinken.Geräuschvoll_trinken	Trinken	Trinken
LS00772	schlotzen	schlürfen, mit Wohlbehagen trinken, schmatzen	Trinken.Geräuschvoll_trinken	Trinken	Trinken
LS00789	schluppen	einen Schluck tun, zechen	Trinken.Alkohol_trinken	Trinken	Trinken
LS00790	schlurben	schlürfen, geräuschvoll trinken	Trinken.Geräuschvoll_trinken	Trinken	Trinken
LS00824	schmatzen	mit Wohlbehagen trinken	Trinken	Trinken	Trinken
LS01070	schocken	anstoßen mit den Gläsern, um auf das Wohl jds. zu trinken	Trinken	Trinken	Trinken
LS01524	sifflen	anhaltend u. viel trinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken	Trinken	Trinken
LS02448	suffen	saufen	Trinken.Alkohol_trinken	Trinken	Trinken
LU00253	us-suffen	leer saufen	Trinken.Austrinken	Trinken	Trinken
PA00305	ab-heben	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PA00579	ab-saufen	oben heruntersaufen	Trinken	Trinken	Trinken
PA00610	ab-schießen	einen (Wein) trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PA00825	ab-trinken	von oben wegtrinken	Trinken	Trinken	Trinken
PA00825	ab-trinken	ein Glas Bier oder Wein leeren	Trinken.Alkohol_trinken;Trinken.Austrinken	Trinken	Trinken
PA01737	an-dudeln	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PA01739	an-duseln	sich einen Dusel antrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PA01829	an-feuchten	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PA02138	an-rauchen	sich einen kleinen Rausch antrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PA02174	an-säufeln	sich einen kleinen Rausch antrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PA02175	an-saufen	mit dem Saufen (Trinken) beginnen	Trinken	Trinken	Trinken
PA02175	an-saufen	sich volltrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PA02176	an-säuseln	sich leicht betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PA02250	an-schwipsen	sich einen Rausch antrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PA02391	an-trudeln	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PA03164	auf-laden	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PA03607	aus-bürsten	austrinken, leer trinken	Trinken.Austrinken	Trinken	Trinken
PA03624	aus-dudeln	saugend austrinken	Trinken.Austrinken	Trinken	Trinken
PA03730	aus-gluckern	austrinken	Trinken.Austrinken	Trinken	Trinken
PA03809	aus-läppern	in kleinen Schlucken austrinken	Trinken.Austrinken;Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken
PA03882	aus-pitschen	austrinken	Trinken.Alkohol_trinken;Trinken.Austrinken	Trinken	Trinken
PA03957	aus-saufen	leer saufen	Trinken.Austrinken	Trinken	Trinken
PA04011	aus-schöppeln	zu Ende schöppeln, trinken	Trinken.Alkohol_trinken;Trinken.Austrinken	Trinken	Trinken
PA04077	aus-stauben	austrinken	Trinken.Austrinken	Trinken	Trinken
PA04127	aus-trinken	durch Trinken leer machen	Trinken.Austrinken	Trinken	Trinken
PB00514	bambuschieren	zechen	Trinken.Alkohol_trinken	Trinken	Trinken
PB00550	bamscheln	trinken	Trinken	Trinken	Trinken
PB00551	bamschen	viel trinken, saufen	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PB00669	panschen	zechen, saufen	Trinken.Alkohol_trinken	Trinken	Trinken
PB01491	bechern	viel trinken, zechen	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PB01537	be-diaduseln	betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB01548	be-dudeln	betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB01633	be-hauen	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB01838	be-ledern	betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB01910	bemschen	tüchtig trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PB01928	be-nebeln	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB02056	perlen	trinken	Trinken	Trinken	Trinken
PB02122	be-rußen	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB02130	be-sabeln	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB02133	be-saufen	besaufen	Trinken.Alkohol_trinken	Trinken	Trinken
PB02138	be-schaskeln, -schassen	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB02160	be-schlagen	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB02172	be-schnussen	betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB02193	be-seibeln	betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB02354	be-trudeln	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB02495	be-tutern	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB02576	be-zechen	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB02917	pfetzen	trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB02931	pfiffeln	ein kleines Glas Wein trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB02932	pfiffen	ein kleines Glas Wein trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB03816	pitschen	trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB03948	plämpern	oft trinken	Trinken.Häufig_lange_trinken	Trinken	Trinken
PB04011	blasen	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB04398	blitzen	trinken	Trinken	Trinken	Trinken
PB06369	prosten	trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB06370	prostern	trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB07095	büffeln	trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB07098	büffen	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB07195	pulvern, pülvern	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB07266	pumpen	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB07289	bumpsen, bumsen	ein Glas Wein trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB07510	bürsten	trinken, zechen	Trinken.Alkohol_trinken	Trinken	Trinken
PD00646	tanken	trinken (vom Alkohol)	Trinken.Alkohol_trinken	Trinken	Trinken
PD00850	daran-gießen	einen Schoppen, ein Gläschen u.ä. trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PD00873	daran-schütten	einen Schoppen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PD01207	tätschern	trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PD01473	dawider-schütten	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PD02843	tönen	tüchtig, viel trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PD03186	torschen	tüchtig trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PD03599	tränken	trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PD04435	trinken	Flüssigkeit zu sich nehmen	Trinken	Trinken	Trinken
PD04435	trinken	regelmäßig und zuviel Alkohol trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken	Trinken	Trinken
PD04751	trudeln	trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PD04968	dudeln	(Alkohol) trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PD05009	dulfen	übermäßig trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PD05031	tulpen	(Alkohol) trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PD05457	durch-saufen	einen Zeitraum hindurch unmäßig trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken	Trinken	Trinken
PD05551	durch-zechen	lange Zeit zechen	Trinken.Alkohol_trinken; Trinken.Häufig_lange_trinken	Other	other
PD05716	dürsten, dursten	dürsten, dursten	Durst	Trinken	Trinken
PD05778	tutchen	trinken	Trinken	Trinken	Trinken
PD05783	tuten	tüchtig trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PD05792	tutern	saufen	Trinken.Alkohol_trinken	Trinken	Trinken
PE00499	ein-binden	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PE00686	ein-läppern	in kleinen Schlucken trinken	Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken
PE00745	ein-nehmen	Alkohol trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PE00863	ein-schlürfen	einschlürfen	Trinken.Geräuschvoll_trinken	Trinken	Trinken
PE00983	ein-tun	einen Rausch antrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PE01003	ein-wärmen	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PE01015	ein-wickeln	einen über den Durst trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PE02364	exen	auf einen Zug austrinken	Trinken.Austrinken	Trinken	Trinken
PF01241	ver-bürsten	trinkend vergeuden	Trinken.Alkohol_trinken	Trinken	Trinken
PF01305	ver-drücken	einen Schoppen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PF01323	ver-dursteln	zur Löschung des Durstes verbrauchen	Trinken	Trinken	Trinken
PF01484	ver-haften	austrinken	Trinken.Alkohol_trinken;Trinken.Austrinken	Trinken	Trinken
PF01615	ver-kasematukeln	einen Schoppen, einen Schnaps trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PF01749	ver-kümmeln	durchbringen, vertrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PF01791	ver-lechen	sehr durstig sein (vom Menschen)	Durst	Trinken	Trinken
PF01792	ver-lechern	sehr durstig sein (vom Menschen)	Durst	Trinken	Trinken
PF01844	ver-löten	einen (Schoppen) trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PF02001	ver-pfetzen	vertrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PF02014	ver-pitschen	vertrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PF02140	ver-salzen	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PF02146	ver-saufen	vertrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PF02165	ver-schaskenen	mit Trinken vergeuden	Trinken.Alkohol_trinken	Trinken	Trinken
PF02235	ver-schmieren	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PF02311	ver-schwinden	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PF02320	ver-seibeln	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PF02350	ver-sohlen	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PF03326	firnzen	einen trinken, schlagen	Trinken.Alkohol_trinken	Trinken	Trinken
PF04250	voll-laufen	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PF04269	voll-saufen	sich satttrinken	Trinken	Trinken	Trinken
PF04269	voll-saufen	sich besinnungslos betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PF04279	voll-trinken	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PG01867	ge-nehmigen	sich einen Schoppen Wein, einen Schnaps genehmigen	Trinken.Alkohol_trinken	Trinken	Trinken
PG03401	gluckeln	Schnaps trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PG03403	glucken	trinken	Trinken	Trinken	Trinken
PG03410	gluckern	hastig trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PG03417	glucksen	gierig und deutlich vernehmbar trinken	Trinken.Schnell_große_Mengen_trinken;Trinken.Geräuschvoll_trinken	Trinken	Trinken
PG03657	gorzen	trinken	Trinken	Trinken	Trinken
PH00595	halb-schöpperln	einen Halbschoppen nach dem anderen trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PH01966	heben	einen Schoppen, einen Schnaps trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PH02402	heim-tun	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PH03728	herum-saufen	auf anderer Kosten trinken	Trinken	Trinken	Trinken
PH03867	herum-trinken	reihum trinken auf jemandes Wohl	Trinken	Trinken	Trinken
PH03915	herum-zipfeln	langsam trinken	Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken
PH04041	herunter-stürzen	trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PH04921	hinein-schlurpsen	schlürfend trinken	Trinken.Geräuschvoll_trinken	Trinken	Trinken
PH05378	hinunter-bürsten	trinken	Trinken	Trinken	Trinken
PH05379	hinunter-drehen	trinken	Trinken	Trinken	Trinken
PH05394	hinunter-gießen	trinken	Trinken	Trinken	Trinken
PH05396	hinunter-gluckern	trinken	Trinken	Trinken	Trinken
PH05402	hinunter-jagen	rasch trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PH05411	hinunter-läppern	schlürfend trinken	Trinken.Geräuschvoll_trinken	Trinken	Trinken
PH05414	hinunter-leeren	trinken	Trinken.Austrinken	Trinken	Trinken
PH05440	hinunter-schlenkern	schnell trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PH05444	hinunter-schlückern	trinken	Trinken	Trinken	Trinken
PH05447	hinunter-schlurpsen	trinken	Trinken	Trinken	Trinken
PH05451	hinunter-schütten	schnell trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PH05461	hinunter-stürzen	trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PI00066	illuminieren	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PI00306	itzen	trinken	Trinken	Trinken	Trinken
PJ00431	juckeln	in kleinen Schlucken trinken	Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken
PK00014	kacheln	viel trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PK01997	kippen	ein Glas Schnaps trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PK02440	klappern, kläppern	einen Schoppen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PK03154	kneipen	zechen	Trinken.Alkohol_trinken	Trinken	Trinken
PK03370	knorksen	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PK04001	köpfen	eine Flasche Wein austrinken	Trinken.Alkohol_trinken;Trinken.Austrinken	Trinken	Trinken
PL00111	laden	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PL00166	lageln	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PL00511	lappchen	in großen Zügen trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PL00518	läppeln	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PL00518	läppeln	in kleinen Schlucken trinken, nippen	Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken
PL00532	lappern	in wiederholten kleinen Zügen (langsam) Flüssigkeit zu sich nehmen, nippen	Trinken.Langsam_kleine_Mengen_trinken; Trinken.Häufig_lange_trinken	Trinken	Trinken
PL00533	läppern	einen trinken, gern trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PL00533	läppern	in wiederholten kleinen Zügen (langsam) Flüssigkeit zu sich nehmen, nippen	Trinken.Langsam_kleine_Mengen_trinken; Trinken.Häufig_lange_trinken	Trinken	Trinken
PL00555	lappsen	trinken	Trinken	Trinken	Trinken
PL01024	lechern	dürsten	Durst	Trinken	Trinken
PL01076	ledern	Flüssigkeit zu sich nehmen	Trinken	Trinken	Trinken
PL01110	leer-saufen	leersaufen	Trinken.Austrinken	Trinken	Trinken
PL01112	leer-trinken	leertrinken	Trinken.Austrinken	Trinken	Trinken
PL01896	liefern	trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PL02239	löschen	Durst stillen	Trinken	Trinken	Trinken
PL02325	lotteln	trinken	Trinken	Trinken	Trinken
PL02385	luckern	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PL02520	lumpen	einen über den Durst trinken, zechen	Trinken.Alkohol_trinken	Trinken	Trinken
PL02629	lupfen, lüpfen	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PL02631	lüpfsen	Schnaps trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PL02668	lutschen	in kleinen Schlucken trinken, nippen	Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken
PM00011	machen	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PM00202	mahlen	trinken	Trinken	Trinken	Trinken
PM02313	mit-saufen	mit jemandem aus einem Gefäß trinken, an einem Trinkgelage teilnehmen	Trinken	Trinken	Trinken
PM02432	mit-trinken	am Trinken teilnehmen	Trinken	Trinken	Trinken
PM02444	mit-zechen	mitzechen	Trinken.Alkohol_trinken	Trinken	Trinken
PN00295	nach-trinken	(nach einem anderen) aus demselben Gefäß trinken	Trinken	Trinken	Trinken
PN00843	nehmen	trinken	Trinken	Trinken	Trinken
PN01230	nippeln	langsam, in kleinen Schlücken, mit Genuß trinken	Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken
PN01231	nippen	langsam, in kleinen Schlücken, mit Genuß trinken	Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken
PN01389	nuckeln	trinken	Trinken	Trinken	Trinken
PN01451	nussen	trinken	Trinken	Trinken	Trinken
