xml:id	Lemma	Wortart	Level	Definition	Konzept	Konzept_gemappt	Distanz_minimal	Distanz_Durchschnitt	Kante_min
PB07098	büffen	Verb	2	einen trinken	Trinken.Alkohol_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PB07195	pulvern, pülvern	Verb	3	einen trinken	Trinken.Alkohol_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PB07266	pumpen	Verb	1b	einen trinken	Trinken.Alkohol_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PB07282	Bumpes	Substantiv	1.4	schlechter Wein, Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PB07289	bumpsen, bumsen	Verb	3	ein Glas Wein trinken	Trinken.Alkohol_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PB07380	Buppes	Substantiv	1	minderwertiger Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PB07510	bürsten	Verb	2	trinken, zechen	Trinken.Alkohol_trinken	Trinken; Trinken.Alkohol_trinken	0	0.5	Alkohol trinken → Alkohol trinken
PB07749	Butter-milch	Substantiv	-	Buttermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken	9	9.0	
PB07852	Butzen-milch, Butze-milch	Substantiv	-	die erste dicke, unreine Milch der Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
PB07865	Butzicht-milch	Substantiv	-	die erste dicke, unreine Milch der Kuh unmittelbar nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
PD00309	Taglöhners-wein, Taglöhner-wein	Substantiv	-	Wein, den die im Taglohn Arbeitenden von den Weinbauern erhalten	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD00533	Tal-wein	Substantiv	-	Wein aus niedrigen Lagen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD00571	Dämmer-schoppen	Substantiv	-	kleiner Abendtrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	kein_Trinken	9	9.0	
PD00646	tanken	Verb	2	trinken (vom Alkohol)	Trinken.Alkohol_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PD00850	daran-gießen	Verb	-	einen Schoppen, ein Gläschen u.ä. trinken	Trinken.Alkohol_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PD00873	daran-schütten	Verb	2	einen Schoppen trinken	Trinken.Alkohol_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PD01207	tätschern	Verb	-	trinken	Trinken.Alkohol_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PD01407	Tausendgüldenkraut-tee	Substantiv	-	Tee aus Tausendguldenkraut	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	0	0.0	Tee → Tee
PD01473	dawider-schütten	Verb	-	einen trinken	Trinken.Alkohol_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PD01569	Tee	Substantiv	1	die getrockneten Blätter des Teestrauches und das daraus bereitete Getränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	0	0.0	Tee → Tee
PD01569	Tee	Substantiv	2	Kräutertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	0	0.0	Tee → Tee
PD02004	Teufels-gesöff, Teufel-gesöff	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
PD02202	Dick-milch	Substantiv	1	Dickmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken	9	9.0	
PD02573	Tisch-wein	Substantiv	-	Wein, der zum Essen getrunken wird, Wein von geringerer Qualität	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD02627	Dividenden-brühe	Substantiv	-	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	0	0.0	Bier → Bier
PD02628	Dividenden-wasser	Substantiv	-	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	0	0.0	Bier → Bier
PD02843	tönen	Verb	2	tüchtig, viel trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PD02922	Doppel-bier	Substantiv	-	Starkbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	0	0.0	Bier → Bier
PD02923	Doppel-bock	Substantiv	-	besonders starkes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	0	0.0	Bier → Bier
PD02947	Doppel-kümmel	Substantiv	-	doppelt abgezogener Kümmelbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	9	9.0	
PD03186	torschen	Verb	-	tüchtig trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PD03425	Drachen-töter	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD03596	Trank	Substantiv	1	Getränk	Getränk	Getränk	0	0.0	Getränk → Getränk
PD03599	tränken	Verb	1c	trinken	Trinken.Alkohol_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PD03746	Trauben-most	Substantiv	-	Traubenmost	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	0	0.0	Saft → Saft
PD03753	Trauben-puff	Substantiv	-	Wein minderer Güte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD03764	Trauben-wein	Substantiv	-	Wein aus Traubenbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD03870	Treber-most	Substantiv		Nachwein aus Traubentrestern	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	9	9.0	
PD03871	Treber-wein	Substantiv		aus Traubenrückständen unter Zusatz von Zucker und Wasser hergestellter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD03964	Dreck-milch	Substantiv	-	die erste, dicke Milch der Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
PD04171	Drei-männer	Substantiv	-	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD04173	Dreimänner-wein	Substantiv	-	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD04291	Trester-most	Substantiv	-	Nachwein aus Traubentrestern	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	9	9.0	
PD04295	Trester-schnaps	Substantiv	-	aus Weintrestern gebrannter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
PD04296	Trester-wasser	Substantiv	-	aus TraubenrückständenZucker und Wasser hergestellter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD04431	Trink	Substantiv		Trunk	Getränk	Getränk	0	0.0	Getränk → Getränk
PD04433	Trink-branntwein	Substantiv	-	Branntwein zum Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
PD04435	trinken	Verb	1a	Flüssigkeit zu sich nehmen	Trinken	Trinken	0	0.0	trinken → trinken
PD04435	trinken	Verb	1b	regelmäßig und zuviel Alkohol trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PD04436	Trinkens, Trinken	Substantiv	2a	Getränk für Menschen	Getränk	Getränk	0	0.0	Getränk → Getränk
PD04443	Trink-stieben	Substantiv	-	heftiger Durst	Durst	Durst	0	0.0	Durst → Durst
PD04445	Trink-wasser	Substantiv	-	Trinkwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	0	0.0	Wasser → Wasser
PD04446	Trink-wein	Substantiv	-	minderer Wein, der als Haustrunk dient	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD04512	Triumph-bock	Substantiv	-	Biersorte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	kein_Trinken	9	9.0	
PD04576	Troll-schoppen	Substantiv	-	letzter Schoppen, der vor dem Nachhausegehen im Stehengetrunken wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	kein_Trinken	9	9.0	
PD04611	Tropfs-bier	Substantiv	-	Bier, das nach dem Einschenken vom Hahn abtropft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	0	0.0	Bier → Bier
PD04669	Trub, Trube	Substantiv	1	trüber Rückstand von Flüssigkeiten, bes. dergetrübte letzte Wein im Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	9	9.0	
PD04688	Trub-wein	Substantiv	-	der durch die Hefe getrübte letzte Wein im Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD04691	Druck	Substantiv	3	durch Keltern gewonnener Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	kein_Trinken	9	9.0	
PD04713	Drücker	Substantiv	1c	ausgepreßter Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	0	0.0	Saft → Saft
PD04718	Drücker-wein	Substantiv	-	Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	9	9.0	
PD04751	trudeln	Verb	2.2	trinken	Trinken.Alkohol_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PD04804	Trunk	Substantiv	1	was man auf einmal trinkt	Getränk	Getränk; Trinken	0	4.0	Getränk → Getränk
PD04804	Trunk	Substantiv	2	Getränk	Getränk	Getränk	0	0.0	Getränk → Getränk
PD04809	Trunk-wein	Substantiv	x	minderer Wein, der als Haustrunk dient	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD04832	Druschelbeeren-wein	Substantiv	-	Wein aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD04844	Druschel-schnaps	Substantiv	-	Schnaps aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
PD04846	Druschel-wein	Substantiv	-	Wein aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD04968	dudeln	Verb	2	(Alkohol) trinken	Trinken.Alkohol_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PD05009	dulfen	Verb	2c	übermäßig trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PD05026	Dullianer	Substantiv	-	Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	9	9.0	
PD05027	Dullianer-brühe	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD05031	tulpen	Verb	-	(Alkohol) trinken	Trinken.Alkohol_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PD05457	durch-saufen	Verb	-	einen Zeitraum hindurch unmäßig trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PD05551	durch-zechen	Verb	-	lange Zeit zechen	Trinken.Alkohol_trinken; Trinken.Häufig_lange_trinken	Trinken.Alkohol_trinken	0	0.0	Alkohol trinken → Alkohol trinken
PD05594	Türken-wein	Substantiv		spöttische Bez. für den sehr sauren Wein des Jahres 1529	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	9	9.0	
PD05604	Turko	Substantiv	2	Bez. für schlechten Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	9	9.0	
PD05712	Durst	Substantiv	-	Durst	Durst	Durst	0	0.0	Durst → Durst
PD05716	dürsten, dursten	Verb	-	dürsten, dursten	Durst	kein_Trinken	9	9.0	
PD05717	dursterig, dürsterig	Adjektiv	x	durstig	Durst	kein_Trinken	9	9.0	
PD05718	durstig, dürstig	Adjektiv	-	durstig, dürstig	Durst	kein_Trinken	9	9.0	
PD05776	Tut	Substantiv	-	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
PD05778	tutchen	Verb	x	trinken	Trinken	Trinken	0	0.0	trinken → trinken
PD05783	tuten	Verb	2	tüchtig trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PD05792	tutern	Verb	-	saufen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	0	0.0	Alkohol trinken → Alkohol trinken
PE00146	Edel-wein	Substantiv	-	Edelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	9	9.0	
PE00257	Ehr-wein	Substantiv		auserlesener Wein, der aus besonderen Anlässen gereicht wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PE00282	Eichel-kaffee	Substantiv	-	Kaffee-Ersatz aus gerösteten Eicheln	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	kein_Trinken	9	9.0	
PE00406	Eier-wein	Substantiv	-	Wein mit verrührtem Ei und Zucker	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PE00499	ein-binden	Verb	3	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	0	0.0	Alkohol trinken → Alkohol trinken
PE00686	ein-läppern	Verb	-	in kleinen Schlucken trinken	Trinken.Langsam_kleine_Mengen_trinken	Trinken	1	1.0	langsam, kleine Mengen trinken → trinken
PE00745	ein-nehmen	Verb	2b	Alkohol trinken	Trinken.Alkohol_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PE00863	ein-schlürfen	Verb	-	einschlürfen	Trinken.Geräuschvoll_trinken	kein_Trinken	9	9.0	
PE00983	ein-tun	Verb	x'1.2a	einen Rausch antrinken	Trinken.Alkohol_trinken	kein_Trinken	9	9.0	
PE01003	ein-wärmen	Verb	3	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	0	0.0	Alkohol trinken → Alkohol trinken
PE01015	ein-wickeln	Verb	2c	einen über den Durst trinken	Trinken.Alkohol_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PE01305	Elfer, Elfter	Substantiv	2	ein Wein von besonderer Güte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PE01315	Elfuhr-messe	Substantiv	-	Frühschoppen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	kein_Trinken	9	9.0	
PE01768	Erdbeeren-bowle, Erdbeer-bowle	Substantiv	-	Erdbeerenbowle, Erdbeerbowle	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	kein_Trinken	9	9.0	
PE01778	Erdbeeren-schnaps, Erdbeer-schnaps	Substantiv	-	auf Erdbeeren gezogener Likör	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
PE01783	Erdbeeren-wein, Erdbeer-wein	Substantiv	-	Erdbeerenwein, Erdbeerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	9	9.0	
PE01998	Ern-wein	Substantiv	-	Wein, der den Erntearbeitern zum Erntefest gereicht wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PE02053	Erst-milch	Substantiv	-	die erste Milch nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
PE02096	Erz-engeler	Substantiv	-	eine Weinbezeichnung	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	9	9.0	
PE02211	Essenz	Substantiv	1	Kaffee-Ersatz, Zichorie	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	kein_Trinken	9	9.0	
PE02324	Eulen-seiche	Substantiv	-	verächtlich von abgestandenem Bier und anderen Getränken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	kein_Trinken	9	9.0	
PE02328	Eureka	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
PE02364	exen	Verb	-	auf einen Zug austrinken	Trinken.Austrinken	Trinken.Austrinken	0	0.0	austrinken → austrinken
PF00455	Faß-bier	Substantiv	-	Bier aus dem Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	0	0.0	Bier → Bier
PF00457	Faß-böckser	Substantiv	-	Wein mit unangenehmem Faßgeschmack	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PF00505	Faß-wein	Substantiv	-	Wein direkt vom Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PF01241	ver-bürsten	Verb	-	trinkend vergeuden	Trinken.Alkohol_trinken	kein_Trinken	9	9.0	
PF01305	ver-drücken	Verb	2b	einen Schoppen trinken	Trinken.Alkohol_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PF01323	ver-dursteln	Verb	-	zur Löschung des Durstes verbrauchen	Trinken	kein_Trinken	9	9.0	
PF01444	Vergiß-mein-nicht	Substantiv	2a	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
PF01484	ver-haften	Verb	2b	austrinken	Trinken.Alkohol_trinken;Trinken.Austrinken	Trinken.Austrinken	0	1.0	austrinken → austrinken
PF01615	ver-kasematukeln	Verb	-	einen Schoppen, einen Schnaps trinken	Trinken.Alkohol_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PF01749	ver-kümmeln	Verb	1b	durchbringen, vertrinken	Trinken.Alkohol_trinken	kein_Trinken	9	9.0	
PF01791	ver-lechen	Verb	x2	sehr durstig sein (vom Menschen)	Durst	kein_Trinken	9	9.0	
PF01792	ver-lechern	Verb	2	sehr durstig sein (vom Menschen)	Durst	kein_Trinken	9	9.0	
PF01844	ver-löten	Verb	-	einen (Schoppen) trinken	Trinken.Alkohol_trinken	Trinken; Trinken.Alkohol_trinken	0	0.5	Alkohol trinken → Alkohol trinken
PF02001	ver-pfetzen	Verb	2	vertrinken	Trinken.Alkohol_trinken	kein_Trinken	9	9.0	
PF02014	ver-pitschen	Verb	1	vertrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	0	0.0	Alkohol trinken → Alkohol trinken
PF02140	ver-salzen	Verb	x3	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	0	0.0	Alkohol trinken → Alkohol trinken
PF02146	ver-saufen	Verb	1.1a	vertrinken	Trinken.Alkohol_trinken	kein_Trinken	9	9.0	
PF02165	ver-schaskenen	Verb	-	mit Trinken vergeuden	Trinken.Alkohol_trinken	kein_Trinken	9	9.0	
PF02235	ver-schmieren	Verb	1b'a	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	0	0.0	Alkohol trinken → Alkohol trinken
PF02260	Verschnitt-wein	Substantiv	-	Wein, der zum Verschneiden verwendet wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PF02311	ver-schwinden	Verb	3a	einen trinken	Trinken.Alkohol_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PF02320	ver-seibeln	Verb	2	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	0	0.0	Alkohol trinken → Alkohol trinken
PF02350	ver-sohlen	Verb	2b	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	0	0.0	Alkohol trinken → Alkohol trinken
PF02878	Feuer-wasser	Substantiv	x	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
PF03163	Fiez	Substantiv	1	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	9	9.0	
PF03326	firnzen	Verb	-	einen trinken, schlagen	Trinken.Alkohol_trinken	Trinken	1	1.0	Alkohol trinken → trinken
PF03588	Flanz	Substantiv	-	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
PF03618	Flaschen-milch	Substantiv	-	in Flaschen an den Verbraucher gelieferte Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
PF03625	Flaschen-wein	Substantiv	-	Flaschenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	9	9.0	
PF04250	voll-laufen	Verb	2	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	0	0.0	Alkohol trinken → Alkohol trinken
PF04256	Voll-milch	Substantiv	-	Vollmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
PF04269	voll-saufen	Verb	1	sich satttrinken	Trinken	kein_Trinken	9	9.0	
PF04269	voll-saufen	Verb	2	sich besinnungslos betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	0	0.0	Alkohol trinken → Alkohol trinken
PF04279	voll-trinken	Verb	-	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	0	0.0	Alkohol trinken → Alkohol trinken
PF04532	Vor-lauf	Substantiv	2	der beim Brennen zuerst ausfließende, sehr starke und ungenießbare Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
PF05096	Frei-bier	Substantiv	-	Freibier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	kein_Trinken	9	9.0	
