xml:id	Lemma	Wortart	Level	Definition	Konzept	Stringabgleich	ModernGBERT	Llama3.3:70b
EN00360	Nina, Nini, Nuna, Nunn	Substantiv		kosende Bezeichnung für Schlaf, bes. in Wiegenliedchen	kein_Trinken	1/1	1/1	1/1
EN00443	Narde	Substantiv		Behälter, in welchem auf dem Fischmarkt die Fische feil gehalten werden, flacher Fischzuber, Fischtrog, Fischmulde	kein_Trinken	1/1	1/1	1/1
EN00448	Nerfling	Substantiv		Fischart	kein_Trinken	1/1	1/1	1/1
EN00478	Schnapsnas(e)	Substantiv		rote Nase eines Säufers	kein_Trinken	1/1	1/1	1/1
EN00481	Sufnas	Substantiv		Säufer	kein_Trinken	1/1	1/1	1/1
EN00501	nausen	Verb	1.	zudringlich und in weinerlichem Tone verlangen, weinen, launisch sein, mürrisch sein	kein_Trinken	1/1	1/1	1/1
EN00683	Näz	Substantiv	4.	schlechtes Getränk	Getränk	1/1	1/1	0/1
EP00053	Bobinle, Bobinel 	Substantiv		Spule (mit aufgewickelter Wolle od. Baumwolle) aus Schilfrohr od. Hartpapier	kein_Trinken	1/1	1/1	1/1
EP00137	bëcheren	Verb		zechen, pokulieren, tüchtig trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	1/2	1/2	2/2
EP00149	Buch II	Substantiv	2.	Bauch einer Flasche	kein_Trinken	1/1	1/1	1/1
EP00162	Buech, Buch	Substantiv	1.	Buch	kein_Trinken	1/1	1/1	1/1
EP00202	Büchs(e)	Substantiv	3.	Flasche	kein_Trinken	1/1	1/1	1/1
EP00228	büchsen	Verb	2.	trinken	Trinken	1/1	1/1	1/1
EP00295	bafen, bäfen	Verb	2.	trinken	Trinken	1/1	1/1	1/1
EP00297	baferen, bäferen	Verb	2.	tüchtig trinken	Trinken.Schnell_große_Mengen_trinken 	0/1	1/1	1/1
EP00379	Bügel	Substantiv	2.	Rausch	kein_Trinken	1/1	1/1	1/1
EP00413	päjen	Verb		bezahlen	kein_Trinken	1/1	1/1	1/1
EP00429	packen	Verb	5.	trinken	Trinken	1/1	1/1	1/1
EP00513	Bicker II	Substantiv	1.	Person mit verstocktem Sinn	kein_Trinken	1/1	1/1	1/1
EP00542	bocken	Verb	4.	übel riechen; schlecht schmecken, vom weichen Wein	kein_Trinken	0/1	1/1	1/1
EP00645	Boll II	Substantiv	2.	Gefäß, in dem Glühwein aufgetragen wird	kein_Trinken	1/1	1/1	1/1
EP00648	bolen	Verb	1.	werfen	kein_Trinken	1/1	1/1	1/1
EP00701	Totenbaümpolitur	Substantiv	2.	schlechter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
EP00756	Balg	Substantiv	1.	Balg, Fell	kein_Trinken	1/1	1/1	1/1
EP00808	belzen	Substantiv	4.	trinken, saufen	Trinken; Trinken.Alkohol_trinken	2/2	2/2	1/2
EP00812	us belzen	Substantiv	3.	leer trinken	Trinken.Austrinken	0/1	1/1	1/1
EP00881	Bemmeri	Substantiv	2.	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
EP00894	Pomeranz	Substantiv	1.	Apfelsine allg	kein_Trinken	1/1	0/1	0/1
EP00919	bamberschieren	Verb		unnötig viel Geld verzehren, bes. im Wirtshaus	kein_Trinken	1/1	1/1	1/1
EP00922	Bample, Bampel	Substantiv	†7.	Flasche	kein_Trinken	1/1	1/1	1/1
EP00974	Bumpes	Substantiv	2.	gepantschter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
EP01005	Bein	Substantiv	1.	Bein	kein_Trinken	1/1	1/1	1/1
EP01053	Kaffebohn(e)	Substantiv		Kaffeebohne	kein_Trinken	1/1	1/1	0/1
EP01137	Strumpfbëndel 	Substantiv	2.	Schaum auf dem Bier	kein_Trinken	1/1	1/1	1/1
EP01174	Bunden, Punten	Substantiv	3.	Korkstopfen auf der Flasche	kein_Trinken	1/1	1/1	1/1
EP01191	Bëngel	Substantiv	3.	Rausch	kein_Trinken	1/1	1/1	1/1
EP01217	Bungst, Buns(t)	Substantiv		Bienenkorb aus Stroh	kein_Trinken	1/1	1/1	1/1
EP01277	panschen, banschen	Verb	4.	viel, tüchtig essen oder trinken	Trinken.Schnell_große_Mengen_trinken	0/1	1/1	1/1
EP01282	bun(t)schen, bunzen	Substantiv	4.	(Wein) fälschen, mit Wasser versetzen Westhalten	kein_Trinken	1/1	1/1	1/1
EP01325	bappig, bäppig	Adjektiv	4.	weich, vom Wein	kein_Trinken	0/1	1/1	1/1
EP01449	Bupperi	Substantiv	4.	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
EP01466	Bahr 	Substantiv		Bahre, Totenbahre	kein_Trinken	1/1	1/1	1/1
EP01634	Bier	Substantiv		Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	1/1	1/1	1/1
EP01789	Bërliner 	Substantiv	2.	schlechter Schnaps, auch Bërliner Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
EP01795	erbarmen	Verb		Meist nur in der halb hochd. Litanei - Formel	kein_Trinken	1/1	1/1	1/1
EP01858	bürsten	Verb	3.	viel trinken	Trinken.Schnell_große_Mengen_trinken	0/1	1/1	1/1
EP01859	us bursten	Verb	2.	austrinken	Trinken.Austrinken	1/1	1/1	1/1
EP01991	Beiß	Substantiv	1.	Beize	kein_Trinken	1/1	1/1	1/1
EP02066	Bossel, Bosel	Substantiv	1.	Person, die alle niedrigen, unangenehmen Dienste verrichtet, Kalfakter	kein_Trinken	1/1	1/1	1/1
EP02080	Position	Substantiv	2.	ein gewöhnliches Trinkglas voll Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0/1	1/1	0/1
EP02080	Position	Substantiv	2.	ein gewöhnliches Trinkglas voll Schnaps	kein_Trinken	1/1	1/1	0/1
EP02088	busen	Verb	2.	trinken, den Durst löschen	Trinken	1/1	1/1	1/1
EP02135	Pauschen	Substantiv		Haufen ungeordneter Dinge	kein_Trinken	1/1	1/1	1/1
EP02169	Buschong	Substantiv		Korkstöpsel, Pfropfen	kein_Trinken	1/1	1/1	1/1
EP02310	Petrol	Substantiv	2.	Fusel, gemeiner Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	0/1
EP02333	Gebot	Substantiv	5.	beim Zutrinken scherzh. für frz. à votre santé in Verbind. mit dem kurzen à la vôtre in Alle Gebot Santé! wohl bekomm's!	kein_Trinken	1/1	0/1	1/1
EP02361	Butëll(e)	Substantiv	1.	Flasche	kein_Trinken	1/1	1/1	1/1
EP02366	Schnapsbutëll	Substantiv		Schnapsflasche	kein_Trinken	1/1	1/1	1/1
EP02376	Butik	Substantiv	3.	kleine, unsaubere Wirtschaft	kein_Trinken	1/1	1/1	1/1
EP02415	Harbütel	Substantiv	2.	Rausch	kein_Trinken	1/1	1/1	1/1
EP02488 	Potschamber	Substantiv	1.	Nachtgeschirr	kein_Trinken	1/1	1/1	1/1
EP02545	bitzelëcht, bitzlig	Adjektiv	2.	prickelnd, vom Wein	kein_Trinken	0/1	1/1	1/1
EP02559	Butz II	Substantiv	1.	Larve, verlarvtes Gesicht, Popanz	kein_Trinken	1/1	1/1	1/1
EP02606	Rachenbutzer	Substantiv	1.	saurer Wein, der vermöge seiner Weinsteinsäure den Schleim im Rachen gerinnen macht und ablöst	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
EP02699	Bettpfann(e)	Substantiv	1.	Bettflasche	kein_Trinken	1/1	1/1	1/1
EP02814	pfutlen, pfuttlen	Verb	1.	quallern, mit Geräusch hervordringen (wie Wasser aus einer Flasche)	kein_Trinken	1/1	1/1	1/1
EP02832	pfëtzen 	Verb	6.	trinken	Trinken	1/1	1/1	1/1
EP03009	pflätschen	Verb	3.	Wein und Branntwein heimlich verkaufen	kein_Trinken	1/1	1/1	1/1
EP03252	Plämpel, Bämpel	Substantiv	2.	träger, langsamer Mensch; schlechtes Getränk, insbes. dünner schwappelnder Kaffee	Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	1/2	1/2	0/2
EP03292	blond	Adjektiv		blond	kein_Trinken	1/1	1/1	1/1
EP03335	Plappri, Plappkli	Substantiv	2.	schwaches Getränk, insb. von Wein und Kaffee gesagt	Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein 	1/3	1/3	2/3
EP03365	blasen	Verb	2.	trinken, gern und viel	Trinken.Schnell_große_Mengen_trinken	0/1	1/1	1/1
EP03369	us blasen	Verb	2.	austrinken	Trinken.Alkohol_trinken;Trinken.Austrinken	1/2	1/2	1/2
EP03708	Brüej(e)	Substantiv	1.	Brühe, Sauce; auch Seifenbrühe, frischgepresster Rebensaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	0/1	0/1	1/1
EP03708	Brüej(e)	Substantiv	2.	schlechte Suppe, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	0/1
EP03711	Bankerottbrüej	Substantiv		schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
EP03723	Leimenbrüej	Substantiv		scherzhaft für den lehmfarbigen neuen Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	0/1	1/1
EP03724	Qutschelbrüej	Substantiv	2.	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	1/1	1/1	1/1
EP03727	Schnitzbrüej	Substantiv		schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
EP03750	Brocken	Substantiv	4.	Hunger, Durst	Durst	1/1	1/1	1/1
EP03844	Brënner, Brenner 	Substantiv	1.	Branntweinbrenner	kein_Trinken	1/1	1/1	1/1
EP03849	Brënnet 	Substantiv	1.	soviel Branntwein man auf einmal brennen kann	kein_Trinken	1/1	1/1	0/1
EP03852	brun	Adjektiv		braun	kein_Trinken	1/1	1/1	1/1
EP03894	Brand	Substantiv	8.	Durst	Durst	1/1	1/1	1/1
EP03894	Brand	Substantiv	7.	Rausch	kein_Trinken	0/1	1/1	1/1
EP03894	Brand	Substantiv	6.	Inhalt eines Kessels, beim Destillieren von Branntwein	kein_Trinken	0/1	1/1	1/1
EP03894	Brand	Substantiv	10.	lokal: Gelände, wo guter Wein wächst	kein_Trinken	0/1	1/1	1/1
EP03930	Brenz	Substantiv	1.	Schnaps, Fusel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
EP03930	Brenz, Brënz	Substantiv	2.	Rausch	kein_Trinken	1/1	1/1	1/1
EP03941	Brunz	Substantiv		Urin	kein_Trinken	1/1	1/1	1/1
EP04065	Briest, Briesch	Substantiv	2.	Milch einer frischmelkenden Kuh	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	1/1	1/1	1/1
EP04065	Briest, Briesch	Substantiv	3.	gestockte junge Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	1/1	1/1	1/1
EP04200	bruttlen	Verb		schmollen, murren	kein_Trinken	1/1	1/1	1/1
EQ00035	Qualität	Substantiv		Beschaffenheit	kein_Trinken	1/1	1/1	1/1
EQ00056	Quast	Substantiv	2.	Rausch	kein_Trinken	1/1	1/1	1/1
ER00069	Ribo(tt)	Substantiv		Rausch	kein_Trinken	1/1	1/1	1/1
ER00348	Rëff 	Substantiv	1.	Rückenkorb	kein_Trinken	1/1	1/1	1/1
ER00360	Rifen	Substantiv	1.	Reif	kein_Trinken	1/1	1/1	1/1
ER00383	regalieren	Verb	1.	bewirten, die Zeche bezahlen	kein_Trinken	1/1	1/1	1/1
ER00383	regalieren	Verb	2.	sich durch Speise und Trank laben, sich's wohl schmecken lassen, sich an einer Lieblingsspeise satt essen	kein_Trinken	1/1	1/1	1/1
ER00518	Ruckerst	Substantiv		beim Ballspiel der zwischen den vier Ecken belegene Raum	kein_Trinken	1/1	1/1	1/1
ER00626	Rum I	Substantiv		Rum	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
ER00669	Rampen	Substantiv	1.	grosses Stück (Brot)	kein_Trinken	1/1	1/1	1/1
ER00670	Rämpes	Substantiv	1.	geringer Schnaps; schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein 	2/2	1/2	2/2
ER00670	Rämpes	Substantiv	2.	leichter Rausch	kein_Trinken	1/1	1/1	1/1
ER00717	Rain	Substantiv		Rain, Bodenerhöhung, mit Gras bewachsener Abhang	kein_Trinken	1/1	1/1	1/1
ER00800	Rang II	Substantiv	1.	Anlauf	kein_Trinken	1/1	1/1	1/1
ER00809	Ring	Substantiv	1.	Ring, Fingerring	kein_Trinken	1/1	1/1	1/1
ER00917	Räppes, Räppis, Räps	Substantiv	1.	schlechter Wein; neuer Wein aus Trauben, die man vor der eigentlichen Weinlese holt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
ER00921	Reparation	Substantiv		Veränderung, Wiederherstellung, Reparatur	kein_Trinken	1/1	1/1	1/1
ER00969	Rëps I 	Substantiv	1.	Raps, die Kulturpflanze, Brassica napus	kein_Trinken	1/1	1/1	1/1
ER01049	Räson	Substantiv		Anstand, Lebensart	kein_Trinken	1/1	1/1	1/1
ER01113	Rissmichum	Substantiv		gemeiner Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
ER01207	rösch	Adjektiv	2.	vom Wein, sauer	kein_Trinken	0/1	1/1	1/1
ER01209	Rusch I	Substantiv		Rausch	kein_Trinken	1/1	1/1	1/1
ER01508	Ratzer	Substantiv	2.	saurer Geschmack beim Wein	kein_Trinken	1/1	1/1	1/1
ER01514	Rezëpt 	Substantiv		Rezept, ärztliche Verordnung	kein_Trinken	1/1	1/1	1/1
ES00006	Saü, Soü, Söü, Süi	Substantiv	1.	Schwein, Sau	kein_Trinken	1/1	1/1	1/1
ES00043	Sabel	Substantiv	3.	Rausch	kein_Trinken	1/1	1/1	1/1
ES00046	Schleifsabel	Substantiv	2.	Rausch	kein_Trinken	1/1	1/1	1/1
ES00047	Schleppsabel	Substantiv	2.	Rausch	kein_Trinken	1/1	1/1	1/1
ES00139	versuechen	Verb	3.	kosten	kein_Trinken	1/1	1/1	1/1
ES00271	Seifel	Substantiv	3.	minderwertiges Getränk, Bier oder Wein	Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein 	2/3	1/3	2/3
ES00272	seiflen	Verb	5.	geräuschvoll und anhaltend trinken	Trinken.Geräuschvoll_trinken; Trinken.Häufig_lange_trinken	0/1	1/1	1/1
ES00280	sufen	Verb	1.	saufen, vom Vieh	Trinken	0/1	1/1	0/1
ES00280	sufen	Verb	2.	grob von Menschen gesagt, trinken	Trinken	1/1	1/1	1/1
ES00281	ab sufen	Verb	1.	durch übermässiges Trinken seine Gesundheit untergraben	kein_Trinken	1/1	0/1	1/1
ES00283	bsoffen	Adjektiv	1.	betrunken	kein_Trinken	1/1	1/1	1/1
ES00286	us sufen	Verb		leer saufen, leer trinken	Trinken.Austrinken	1/1	1/1	1/1
ES00287	versufen	Verb	2.	durch Trinken verprassen	kein_Trinken	1/1	1/1	0/1
ES00288	versoffen	Adjektiv	3.	den Trinker kennzeichnend	kein_Trinken	1/1	1/1	1/1
ES00288	versoffen	Adjektiv	1.	ertrunken	kein_Trinken	1/1	1/1	1/1
ES00290	Suff	Substantiv	1.	Saufgelage	Trinken.Alkohol_trinken	0/1	0/1	0/1
ES00291	Sufens, Saufens	Substantiv	1.	Zecherei	Trinken.Alkohol_trinken	0/1	0/1	0/1
ES00292	Gsuff(s)	Substantiv	2.	schlechtes Getränk	Getränk	1/1	1/1	0/1
ES00292	Gsuff(s)	Substantiv	1.	anhaltendes Trinken	Trinken.Häufig_lange_trinken	0/1	0/1	0/1
ES00300	Vollsufer	Substantiv		Säufer allg.	kein_Trinken	1/1	1/1	1/1
ES00301	Suferei	Substantiv	2.	Trinkgelage	Trinken.Alkohol_trinken	0/1	0/1	0/1
ES00301	Suferei	Substantiv	1.	Trinklust, Trinkerei	Trinken.Alkohol_trinken	0/1	0/1	0/1
ES00302	Suffus	Substantiv		Säufer, Lump	kein_Trinken	1/1	1/1	1/1
ES00306	süfflen, säufflen	Verb	1.	trinken, mehr scherzhaft gesagt	Trinken	1/1	0/1	0/1
ES00306	süfflen, säufflen	Verb	2.	kleine Schlücke nehmen, aber anhaltend dabei bleiben	Trinken.Langsam_kleine_Mengen_trinken; Trinken.Häufig_lange_trinken	0/1	0/1	1/1
ES00308	suffig	Adjektiv		gut zum Trinken, trinkbar	kein_Trinken	1/1	1/1	1/1
ES00323	Saft	Substantiv		Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	1/1	1/1	1/1
ES00397	Sëgen 	Substantiv	1.	Segen	kein_Trinken	1/1	1/1	1/1
ES00476	Sack	Substantiv	1.	Sack für Getreide, Kartoffeln usw	kein_Trinken	1/1	1/1	1/1
ES00485	Dudelsack	Substantiv	5.	Betrunkener	kein_Trinken	1/1	1/1	1/1
ES00529	Schnappsack	Substantiv	3.	Innere Tasche in Rock oder Weste, wohin man Gegenstände steckt, die man nicht gern verlieren will, u. a. auch die Schnapsflasche	kein_Trinken	1/1	1/1	1/1
ES00572	Katzenseckel	Substantiv	1.	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
ES00572	Katzenseckel	Substantiv	2.	Trunkenbold	kein_Trinken	1/1	1/1	1/1
ES00608	suckelen	Verb		langsam saugen	Trinken.Langsam_kleine_Mengen_trinken	0/1	1/1	1/1
ES00668	sëlig, selig	Adjektiv	1.	glücklich, bes. im Rausch	kein_Trinken	1/1	1/1	1/1
ES00713	Silinle	Substantiv		kleine Nägel, 6 Linien lang Westhalten	kein_Trinken	1/1	1/1	1/1
ES00773	Salz	Substantiv		Salz	kein_Trinken	1/1	1/1	1/1
ES00849	Simoni	Substantiv		Mond	kein_Trinken	1/1	1/1	1/1
ES00890	sin, sein 	Verb		sein	kein_Trinken	1/1	1/1	1/1
ES01041	Milchsupp(e)	Substantiv	1.	Suppe aus Milch	kein_Trinken	1/1	0/1	0/1
ES01069	supperen	Substantiv	1.	beim Trinken ein schlürfendes Geräusch verursachen	Trinken.Geräuschvoll_trinken	0/1	0/1	1/1
ES01152	surpfen	Verb	2.	mit Geräusch trinken oder vom Löffel schmatzen	Trinken.Geräuschvoll_trinken	0/1	1/1	1/1
ES01167	Sass	Substantiv		Sitzplatz, kunstlos durch Erdanhäufung u. dergl. vor dem Hause hergestellt; hölzerner od. steinerner Block, der sich zum Sitzen eignet	kein_Trinken	1/1	1/1	1/1
ES01193	Suser	Substantiv		gährender Most	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	0/1
ES01204	Saat	Substantiv	1.	Samen	kein_Trinken	1/1	1/1	1/1
ES01273	Kaffeesatz	Substantiv		Bodensatz in der Kaffeekanne oder –tasse	kein_Trinken	1/1	1/1	1/1
ES01280	an setzen	Verb	4.	anstellen, Schnaps, Essig u. Dergl.	kein_Trinken	0/1	1/1	1/1
ES01350	Schaub I	Substantiv	1.	Bund Stroh, gutes langes Roggenstroh S., schön geordnetes Dachstroh	kein_Trinken	1/1	1/1	1/1
ES01418	Schochen	Substantiv	1.	Haufen Heu von geringem Umfang	kein_Trinken	1/1	1/1	1/1
ES01689	Scheiker	Substantiv	1.	Lüge	kein_Trinken	1/1	1/1	1/1
ES01714	schicker	Adjektiv		betrunken	kein_Trinken	1/1	1/1	1/1
ES01725	Schuck	Substantiv		plötzlicher Sommerregen	kein_Trinken	1/1	1/1	1/1
ES01766	schël 	Adjektiv	4.	hellrot gefärbt, vom Wein	kein_Trinken	0/1	1/1	1/1
ES01770	schiel	Adjektiv	2.	hellrot, vom Wein; frz	kein_Trinken	0/1	1/1	1/1
ES01823	Schild	Substantiv	1.	Schild am Wirtshaus	kein_Trinken	1/1	1/1	1/1
ES01847	schalten	Verb	1.	schieben, vorwärts stossen allg	kein_Trinken	1/1	1/1	1/1
ES01924	scheneros, schenerös	Adjektiv	2.	zurückhaltend im Essen und Trinken	kein_Trinken	1/1	0/1	1/1
ES01977	Schindel	Substantiv	1.	dünne, aber breite Hölzer aus Tannenholz unter den Ziegeln	kein_Trinken	1/1	1/1	1/1
ES02012	in schënken	Verb		einschenken, von Getränken	kein_Trinken	0/1	1/1	1/1
ES02013	us schënken	Verb		Getränke ausschenken	kein_Trinken	1/1	1/1	1/1
ES02036	Schoppen	Substantiv	2.	bes. ein Schoppen Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	0/1	1/1	1/1
ES02175	schuren II	Verb	2.	nach einer Hochzeit bei den Eingeladenen von Haus zu Haus gehen und zechen: die Männer trinken Wein, die Frauen Kaffee Andolsh. u. Umg	Trinken; Trinken.Alkohol_trinken	0/2	2/2	0/2
ES02175	schuren II	Verb	1.	scheuern	kein_Trinken	1/1	1/1	1/1
ES02186	Schërben, Schirben, Schirmen	Substantiv	3.	Milchtopf von 1 Lit. Inhalt	kein_Trinken	1/1	1/1	1/1
ES02246	Schassör	Substantiv	3.	du hast einen Affen, bist betrunken	kein_Trinken	1/1	1/1	1/1
ES02278	Bettschisser	Substantiv	3.	zottige, schwarze Rotwein-Traube	kein_Trinken	1/1	1/1	0/1
ES02313	schiessen	Verb	1.	schiessen	kein_Trinken	1/1	1/1	1/1
ES02377 	schaskenen 	Verb		trinken	Trinken	1/1	1/1	1/1
ES02451	dran schütten	Verb		trinken	Trinken	1/1	1/1	1/1
ES02507	Kaffeeschlabber	Substantiv		schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	1/1	1/1	0/1
ES02514	Schlabberte, Schlabbete	Substantiv	2.	überh. schlechtes Getränke, kraftlose Brühe	Getränk	0/1	1/1	0/1
ES02536	Winschluch	Substantiv	2.	Säufer	kein_Trinken	1/1	1/1	1/1
ES02553	Schlauder	Substantiv		Bahn	kein_Trinken	1/1	1/1	1/1
ES02583	schleifen, schleipfen	Verb	5.	trinken	Trinken	1/1	1/1	1/1
ES02601	schlifen	Verb	5.	leicht angetrunken sein	kein_Trinken	0/1	1/1	1/1
ES02687	Schlegel	Substantiv	5.	grosse, hohe Flasche; Demin. kleines Hohlmass für Hülsenbohnen	kein_Trinken	1/1	1/1	1/1
ES02725	Schluck	Substantiv	1.	Schluck, Zug	kein_Trinken	1/1	1/1	0/1
ES02732	Schluck(e), Schlück	Substantiv	1.	Öffnung, Lücke eines Zaunes allg	kein_Trinken	1/1	1/1	1/1
ES02739	Gschlamassel(s)	Substantiv	6.	die Zeche	kein_Trinken	1/1	1/1	1/1
ES02764	Schlamper	Substantiv	2.	grosse, blaue Traubenart, die selten reif wird. Der Wein erhält durch sie eine gefällige Farbe	kein_Trinken	1/1	1/1	0/1
ES02767	schlamperen	Verb	2.	die Tränke saufen, vom Vieh; verächtlich auch vom Menschen	Trinken	0/1	1/1	0/1
ES02919	schlirgen	Verb	1.	schmieren, sudeln, besudeln; schlecht malen	kein_Trinken	1/1	1/1	1/1
ES03013	schletzen	Verb	2.	gierig, essen oder trinken	Trinken.Schnell_große_Mengen_trinken 	0/1	1/1	0/1
ES03030	schlutzen, schlotzen	Verb	2.	schlürfen, mit Wohlbehagen trinken	Trinken.Geräuschvoll_trinken	1/1	1/1	0/1
ES03050	schmeidig	Adjektiv		zart gebaut; von kränklichem Aussehn	kein_Trinken	1/1	1/1	1/1
ES03053	Schmid	Substantiv		Schmied	kein_Trinken	1/1	1/1	1/1
ES03133	Armschmalz	Substantiv	2.	in der Arbeiterspr. Bezeichnung für alkoholhaltige Getränke	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	0/1	1/1	1/1
ES03158	Schmier(e)	Substantiv	5.	Zeche	kein_Trinken	1/1	1/1	1/1
ES03172	schmieren	Verb	3.	den Wein verfälschen	kein_Trinken	1/1	1/1	1/1
ES03306	schnuben	Verb	1.	schnauben	kein_Trinken	1/1	0/1	1/1
ES03334	Schnuder	Substantiv	1.	flüssiger Nasenrotz	kein_Trinken	1/1	1/1	1/1
ES03404	Schnick, Schnickes	Substantiv		(schlechter) Branntwein	kein_Trinken	0/1	1/1	1/1
ES03420	an schnallen	Verb	2.	aufbürden, eine Lüge oder auch die Zeche im Wirtshaus	kein_Trinken	1/1	1/1	1/1
ES03461	Schnipper	Substantiv	1.	Schneller, den man mit 2 Fingern, gew. mit Daumen und Mittelfinger, gibt	kein_Trinken	1/1	1/1	1/1
ES03500	Schnaps, Schnips	Substantiv	1.	Schnaps, Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
ES03505	Quëtschelschnaps, Quëtschenschnaps, Quetschenschnaps	Substantiv		Branntwein aus Zwetschen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
ES03507	schnapsen	Verb	1.	Schnaps trinken	Trinken.Alkohol_trinken	1/1	1/1	1/1
ES03508	schnäpslen	Verb	1.	Schnäpschen trinken	Trinken.Alkohol_trinken	0/1	1/1	1/1
ES03508	schnäpslen	Verb	2.	intr. nach Schnaps riechen	kein_Trinken	1/1	1/1	1/1
ES03509	verschnäpslen	Verb		in Schnaps vertrinken	kein_Trinken	1/1	0/1	0/1
ES03510	Schnapser	Substantiv		Schnapstrinker	kein_Trinken	1/1	1/1	1/1
ES03543	Schnuer, Schnur	Substantiv	1.	Schnur	kein_Trinken	1/1	1/1	1/1
ES03565	Schnurchel	Substantiv	1.	runzeliges, schnurriges Weib	kein_Trinken	1/1	1/1	1/1
ES03583	Schnërsche 	Substantiv		Ortsn. Schnersheim bei Truchtersheim	kein_Trinken	1/1	1/1	1/1
ES03743	Schramme	Substantiv	1.	Schnittwunde	kein_Trinken	1/1	1/1	1/1
ES03804	schwëblen, schwëflen 	Verb	1.	schwefeln, vom Wein	kein_Trinken	0/1	1/1	1/1
ES03812	schwächen	Verb		trinken, zechen, saufen	Trinken.Alkohol_trinken	1/1	1/1	1/1
ES03814	schwadelen 	Verb		zu viel sprechen	kein_Trinken	1/1	1/1	1/1
ES03849	geschwullen, geschwollen 	Adjektiv	3.	betrunken	kein_Trinken	1/1	1/1	1/1
ES03888	Schwan	Substantiv		Wirtshausschild	kein_Trinken	1/1	1/1	1/1
ES03991	schwerzen	Verb	2.	trinken	Trinken	1/1	1/1	1/1
ES04354	Spitz, Spitzen	Substantiv	8.	Rausch	kein_Trinken	1/1	1/1	1/1
ES04428	gesprickelt 	Adjektiv	2.	leicht angetrunken und darum nicht recht bei Sinnen	kein_Trinken	0/1	1/1	1/1
ES04430	gespricklig 	Substantiv	2.	verklärt, vom Gesicht nach einem besseren Rausch	kein_Trinken	1/1	1/1	1/1
