xml:id	url	Sprache	Wörterbuch	Lnummer	Lemma_bereinigt	Lemma	Varianten	Wortart	Level	Definition	Konzept	Stringabgleich	ModernGBERT	Llama
PF02140	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F02140	Q10	Q7	L540	versalzen	versalzen		Q14	x3	sich betrinken	Q23	Q23	Q23	Q23
PF02146	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F02146	Q10	Q7	L541	versaufen	versaufen		Q14	1.1a	vertrinken	Q23		Q23	Q23
PF02165	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F02165	Q10	Q7	L542	verschaskenen	verschaskenen		Q14	-	mit Trinken vergeuden	Q23		Q23	
PF02235	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F02235	Q10	Q7	L543	verschmieren	verschmieren		Q14	1b'a	sich betrinken	Q23	Q23	Q23	Q23
PF02260	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F02260	Q10	Q7	L544	Verschnittwein	Verschnittwein		Q13	-	Wein, der zum Verschneiden verwendet wird	Q36	Q36	Q36	Q36
PF02311	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F02311	Q10	Q7	L545	verschwinden	verschwinden		Q14	3a	einen trinken	Q23	Q20	Q23	Q23
PF02320	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F02320	Q10	Q7	L546	verseibeln	verseibeln		Q14	2	sich betrinken	Q23	Q23	Q23	Q23
PF02350	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F02350	Q10	Q7	L547	versohlen	versohlen		Q14	2b	sich betrinken	Q23	Q23	Q23	Q23
PF02878	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F02878	Q10	Q7	L548	Feuerwasser	Feuerwasser		Q13	x	Schnaps	Q38	Q38	Q38	Q38
PF03163	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F03163	Q10	Q7	L549	Fiez	Fiez		Q13	1	Apfelwein	Q36	Q36	Q36	Q36
PF03326	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F03326	Q10	Q7	L550	firnzen	firnzen		Q14	-	einen trinken, schlagen	Q23	Q20	Q23	Q23; Q25
PF03588	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F03588	Q10	Q7	L551	Flanz	Flanz		Q13	-	Milch	Q33	Q33	Q33	Q33
PF03618	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F03618	Q10	Q7	L552	Flaschenmilch	Flaschenmilch		Q13	-	in Flaschen an den Verbraucher gelieferte Milch	Q33	Q33	Q33	Q33
PF03625	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F03625	Q10	Q7	L553	Flaschenwein	Flaschenwein		Q13	-	Flaschenwein	Q36		Q36	Q36
PF04250	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F04250	Q10	Q7	L554	volllaufen	volllaufen		Q14	2	sich betrinken	Q23	Q23	Q23	Q23
PF04256	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F04256	Q10	Q7	L555	Vollmilch	Vollmilch		Q13	-	Vollmilch	Q33	Q33	Q33	Q33
PF04269	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F04269	Q10	Q7	L556	vollsaufen	vollsaufen		Q14	1	sich satttrinken	Q20	Q23	Q23	Q23
PF04269	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F04269	Q10	Q7	L556	vollsaufen	vollsaufen		Q14	2	sich besinnungslos betrinken	Q23	Q23	Q25	
PF04279	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F04279	Q10	Q7	L557	volltrinken	volltrinken		Q14	-	sich betrinken	Q23	Q23	Q23	Q23
PF04532	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F04532	Q10	Q7	L558	Vorlauf	Vorlauf		Q13	2	der beim Brennen zuerst ausfließende, sehr starke und ungenießbare Branntwein	Q38	Q38	Q38	Q38
PF05096	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F05096	Q10	Q7	L559	Freibier	Freibier		Q13	-	Freibier	Q35		Q35	Q35
PF05493	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F05493	Q10	Q7	L560	Frühjahrstee	Frühjahrstee		Q13	-	Tee von den im Frühling blühenden Blumen und Kräutern	Q41	Q41	Q41	Q41
PF05503	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F05503	Q10	Q7	L561	Frühmesse	Frühmesse		Q13	2a	Frühschoppen	Q34		Q34	
PF05529	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F05529	Q10	Q7	L562	Fuchs	Fuchs		Q13	x2d'g	rötlicher Wein	Q36	Q36	Q36	Q36
PF05806	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F05806	Q10	Q7	L563	Fusel	Fusel		Q13	1.1	schlechter Branntwein	Q38	Q38	Q38	Q38
PF05806	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F05806	Q10	Q7	L563	Fusel	Fusel		Q13	1.2	schlechter Wein	Q36	Q38; Q36	Q36	Q36
PG00215	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G00215	Q10	Q7	L564	Gamaschenwasser	Gamaschenwasser		Q13	-	Tee	Q41	Q41	Q41	Q41
PG00294	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G00294	Q10	Q7	L565	Gänsefüßerwein	Gänsefüßerwein		Q13		Wein aus Gänsefüßertrauben hergestellt	Q36		Q36	Q36
PG00355	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G00355	Q10	Q7	L566	Gänsewein	Gänsewein		Q13	-	Wasser	Q30	Q30	Q30	Q30
PG00486	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G00486	Q10	Q7	L567	Gartenhäuseltrauben	Gartenhäuseltrauben		Q13	-	wilder Wein	Q36	Q36	Q36	Q36
PG00743	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G00743	Q10	Q7	L568	Gaulsmilch, Gäulsmilch	Gaulsmilch	Gäulsmilch	Q13	-	Stutenmilch	Q33		Q33	Q33
PG00886	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G00886	Q10	Q7	L569	Gebirgswein	Gebirgswein		Q13	-	Gebirgswein	Q36		Q36	Q36
PG00935	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G00935	Q10	Q7	L570	Gebruttel	Gebruttel		Q13	2	Kaffeegetränk, in dem Rückstände schwimmen	Q42		Q40	Q42
PG01375	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G01375	Q10	Q7	L571	Geißenmilch, Geißmilch	Geißenmilch	Geißmilch	Q13	1	Ziegenmilch	Q33	Q33	Q33	Q33
PG01528	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G01528	Q10	Q7	L572	Gelapper	Gelapper		Q13	x	Sauermilch	Q33	Q33	Q33	Q33
PG01529	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G01529	Q10	Q7	L573	Geläpper	Geläpper		Q13	-	häufiges Trinken	Q20	Q22	Q20	Q20
PG01867	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G01867	Q10	Q7	L574	genehmigen	genehmigen		Q14	-	sich einen Schoppen Wein, einen Schnaps genehmigen	Q23	Q36; Q23	Q23	
PG01943	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G01943	Q10	Q7	L575	Geplämpels	Geplämpels		Q13	-	Apfelwein	Q36	Q36	Q36	Q36
PG02180	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G02180	Q10	Q7	L576	Gerstenbrühe	Gerstenbrühe		Q13	-	Bier	Q35	Q35	Q35	Q35
PG02187	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G02187	Q10	Q7	L577	Gerstenkaffee	Gerstenkaffee		Q13	-	Kaffeeersatz aus gerösteten Gerstenkörnern	Q44	Q44	Q44	Q44
PG02499	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G02499	Q10	Q7	L578	Gesindewein, Gesindwein	Gesindewein	Gesindwein	Q13	-	minderwertiger Wein	Q36	Q36	Q36	Q36
PG02505	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G02505	Q10	Q7	L579	Gesöff, Gesöffs, Gesüff, Gesüffs	Gesöff	Gesöffs, Gesüff, Gesüffs	Q13	1	schlechtes, minderwertiges Getränk	Q22	Q22	Q22	Q22
PG02505	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G02505	Q10	Q7	L579	Gesöff, Gesöffs, Gesüff, Gesüffs	Gesöff	Gesöffs, Gesüff, Gesüffs	Q13	2	Getränk	Q22	Q22	Q22	Q22
PG02609	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G02609	Q10	Q7	L580	Gesundheitstee	Gesundheitstee		Q13	-	Tee von Heilkräutern	Q41	Q41	Q41	Q41
PG02634	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G02634	Q10	Q7	L581	Getränk	Getränk		Q13	1	Getränk für den Menschen	Q22	Q22	Q22	Q22
PG02934	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G02934	Q10	Q7	L582	Gichtrosenwein	Gichtrosenwein		Q13	x	Wein aus Gichtrosen	Q36	Q36	Q36	Q36
PG03154	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G03154	Q10	Q7	L583	Glas	Glas		Q13	3b	Inhalt des Trinkglases	Q22			
PG03401	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G03401	Q10	Q7	L584	gluckeln	gluckeln		Q14	-	Schnaps trinken	Q23	Q20	Q23	Q23
PG03403	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G03403	Q10	Q7	L585	glucken	glucken		Q14	2	trinken	Q20	Q20	Q20	Q20
PG03410	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G03410	Q10	Q7	L586	gluckern	gluckern		Q14	1	hastig trinken	Q25	Q20	Q25	Q25
PG03417	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G03417	Q10	Q7	L587	glucksen	glucksen		Q14	2d'a	gierig und deutlich vernehmbar trinken	Q25; Q27	Q20	Q25; Q27	Q25; Q27
PG03529	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G03529	Q10	Q7	L588	Gocko	Gocko		Q13	2	Branntwein	Q38	Q38	Q38	Q38
PG03653	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G03653	Q10	Q7	L589	Gori	Gori		Q13	2.2	Branntwein	Q38	Q38	Q38	Q38
PG03653	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G03653	Q10	Q7	L589	Gori	Gori		Q13	2.1	geringer Wein, gärender Tresterwein	Q36	Q36	Q36	Q36
PG03657	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G03657	Q10	Q7	L590	gorzen	gorzen		Q14	x1	trinken	Q20	Q20	Q20	Q20
PG04443	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G04443	Q10	Q7	L591	Grundbirnenbranntwein, Grundbirnbranntwein	Grundbirnenbranntwein	Grundbirnbranntwein	Q13	-	Kartoffelschnaps	Q38		Q38	Q38
PG04446	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G04446	Q10	Q7	L592	Grundbirnenbumpes, Grundbirnbumpes	Grundbirnenbumpes	Grundbirnbumpes	Q13	2	Kartoffelschnaps	Q38		Q38	Q38
PG04457	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G04457	Q10	Q7	L593	Grundbirnenfusel, Grundbirnfusel	Grundbirnenfusel	Grundbirnfusel	Q13	-	Kartoffelschnaps	Q38		Q38	Q38
PG04532	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G04532	Q10	Q7	L594	Grundbirnenschnaps, Grundbirnschnaps	Grundbirnenschnaps	Grundbirnschnaps	Q13	-	Kartoffelschnaps	Q38		Q38	Q38
PG04644	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G04644	Q10	Q7	L595	Grünkopf	Grünkopf		Q13	2b	Flaschenwein	Q36		Q36	Q36
PG04677	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G04677	Q10	Q7	L596	Gruschelnwein, Gruschelwein	Gruschelnwein	Gruschelwein	Q13	-	Stachelbeerwein	Q36		Q36	Q36
PG04698	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G04698	Q10	Q7	L597	Grusselbeerenwein, Grusselbeerwein	Grusselbeerenwein	Grusselbeerwein	Q13	-	Stachelbeerwein	Q36		Q36	Q36
PG04745	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G04745	Q10	Q7	L598	Gückes	Gückes		Q13	2	Branntwein, Kartoffelschnaps	Q38	Q38	Q38	Q38
PG04745	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G04745	Q10	Q7	L598	Gückes	Gückes		Q13	1	schlechter Wein	Q36	Q36	Q36	Q36
PG04783	https://woerterbuchnetz.de/?sigle=PfWB&lemid=G04783	Q10	Q7	L599	Gullianer	Gullianer		Q13	-	minderwertiger Wein	Q36	Q36	Q36	Q36
PH00238	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H00238	Q10	Q7	L600	Häfelchenswein	Häfelchenswein		Q13	-	geringerer Wein, der im irdenen Milchtopf aus dem Keller geholt wird	Q36	Q36	Q36	Q36
PH00595	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H00595	Q10	Q7	L601	halbschöpperln	halbschöpperln		Q14	-	einen Halbschoppen nach dem anderen trinken	Q23; Q25	Q20	Q23; Q25	Q25; Q23; Q35
PH00710	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H00710	Q10	Q7	L602	Halsrosentee	Halsrosentee		Q13	-	Tee aus der Halsrose	Q41	Q41	Q41	Q41
PH00784	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H00784	Q10	Q7	L603	Hammelsmilch, Hammelmilch	Hammelsmilch	Hammelmilch	Q13	-	Schafsmilch	Q33			Q33
PH00898	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H00898	Q10	Q7	L604	Händelstifter	Händelstifter		Q13	2	starker Wein	Q36	Q36	Q36	Q36
PH01153	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H01153	Q10	Q7	L605	Hannessetzdich	Hannessetzdich		Q13	-	schlechter Wein	Q36	Q36	Q36	Q36
PH01178	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H01178	Q10	Q7	L606	Hansel, Hänsel	Hansel	Hänsel	Q13	x3	schales Bier, Tropfbier	Q35	Q35	Q35	Q35
PH01730	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H01730	Q10	Q7	L607	Hauptwein	Hauptwein		Q13	-	Qualitätswein	Q36	Q36	Q36	Q36
PH01743	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H01743	Q10	Q7	L608	Hausblume	Hausblume		Q13	-	geringer Wein für den täglichen Hausgebrauch	Q36	Q36	Q36	Q36
PH01768	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H01768	Q10	Q7	L609	Hausfriedensbruch	Hausfriedensbruch		Q13	-	geringer Wein für den täglichen Hausgebrauch	Q36	Q36	Q36	Q36
PH01833	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H01833	Q10	Q7	L610	Hausmops	Hausmops		Q13	-	Wein minderer Qualität für den Hausgebrauch	Q36	Q36	Q36	Q36
PH01844	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H01844	Q10	Q7	L611	Hausrebe	Hausrebe		Q13	-	Spalierwein am Haus	Q36		Q36	Q36
PH01887	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H01887	Q10	Q7	L612	Haustrunk, Haustrank	Haustrunk	Haustrank	Q13	-	geringer Wein für den täglichen Hausgebrauch	Q36	Q36	Q36	Q36
PH01966	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H01966	Q10	Q7	L613	heben	heben		Q14	I2c	einen Schoppen, einen Schnaps trinken	Q23	Q20; Q23	Q23	Q23
PH02010	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H02010	Q10	Q7	L614	Heckenbeerentee	Heckenbeerentee		Q13	-	Brombeerentee	Q41			Q41
PH02173	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H02173	Q10	Q7	L615	Heidelbeerensaft, Heidelbeersaft	Heidelbeerensaft	Heidelbeersaft	Q13	-	Heidelbeerensaft, Heidelbeersaft	Q31		Q31	Q31
PH02174	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H02174	Q10	Q7	L616	Heidelbeerenschnaps, Heidelbeerschnaps	Heidelbeerenschnaps	Heidelbeerschnaps	Q13	-	aus Heidelbeeren gebrannter Schnaps	Q38	Q38	Q38	Q38
PH02180	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H02180	Q10	Q7	L617	Heidelbeerenwein, Heidelbeerwein	Heidelbeerenwein	Heidelbeerwein	Q13	-	Heidelbeerenwein, Heidelbeerwein	Q36		Q36	Q36
PH02402	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H02402	Q10	Q7	L618	heimtun	heimtun		Q14	2c	sich betrinken	Q23	Q23	Q23	Q23
PH03353	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H03353	Q10	Q7	L619	Herrgottswein, Herrgottwein	Herrgottswein	Herrgottwein	Q13	-	Wasser	Q30	Q30	Q30	Q30
PH03728	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H03728	Q10	Q7	L620	herumsaufen	herumsaufen		Q14	-	auf anderer Kosten trinken	Q20	Q20	Q20	Q23
PH03867	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H03867	Q10	Q7	L621	herumtrinken	herumtrinken		Q14	-	reihum trinken auf jemandes Wohl	Q20	Q20	Q20	Q23
PH03873	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H03873	Q10	Q7	L622	Herumtrunk	Herumtrunk		Q13		Umtrunk	Q20		Q22	Q34
PH03915	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H03915	Q10	Q7	L623	herumzipfeln	herumzipfeln		Q14	-	langsam trinken	Q24	Q20	Q24	Q24
PH04041	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H04041	Q10	Q7	L624	herunterstürzen	herunterstürzen		Q14	3	trinken	Q25	Q25; Q20	Q20	Q25
PH04398	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H04398	Q10	Q7	L625	Hickauf	Hickauf		Q13	-	schlechter Wein	Q36	Q36	Q36	Q36
PH04458	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H04458	Q10	Q7	L626	Himbeerensaft, Himbeersaft	Himbeerensaft	Himbeersaft	Q13	1	Saft aus Himbeeren	Q31	Q31	Q31	Q31
PH04462	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H04462	Q10	Q7	L627	Himbeerenwasser, Himbeerwasser	Himbeerenwasser	Himbeerwasser	Q13	-	mit Himbeerensaft gesüßtes Wasser	Q32	Q30	Q32	Q30
PH04463	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H04463	Q10	Q7	L628	Himbeerenwein, Himbeerwein	Himbeerenwein	Himbeerwein	Q13	-	Wein aus Himbeeren oder Brombeeren	Q36	Q36	Q36	Q36
PH04545	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H04545	Q10	Q7	L629	Himmelswein	Himmelswein		Q13	-	himmlischer Wein (im Kinderspiel)	Q36	Q36	Q36	Q36
PH04921	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H04921	Q10	Q7	L630	hineinschlurpsen	hineinschlurpsen		Q14	2	schlürfend trinken	Q27	Q20	Q27	Q27
PH05378	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H05378	Q10	Q7	L631	hinunterbürsten	hinunterbürsten		Q14	-	trinken	Q20	Q20	Q20	Q20
PH05379	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H05379	Q10	Q7	L632	hinunterdrehen	hinunterdrehen		Q14	2	trinken	Q20	Q20	Q20	Q20
PH05394	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H05394	Q10	Q7	L633	hinuntergießen	hinuntergießen		Q14	-	trinken	Q20	Q20	Q20	Q25
PH05396	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H05396	Q10	Q7	L634	hinuntergluckern	hinuntergluckern		Q14	-	trinken	Q20	Q20	Q20	Q27
PH05402	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H05402	Q10	Q7	L635	hinunterjagen	hinunterjagen		Q14	-	rasch trinken	Q25	Q20	Q25	Q25
PH05411	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H05411	Q10	Q7	L636	hinunterläppern	hinunterläppern		Q14	-	schlürfend trinken	Q27	Q20	Q27	Q27
PH05414	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H05414	Q10	Q7	L637	hinunterleeren	hinunterleeren		Q14	-	trinken	Q26	Q20	Q20	Q26
PH05440	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H05440	Q10	Q7	L638	hinunterschlenkern	hinunterschlenkern		Q14	-	schnell trinken	Q25	Q20	Q25	Q25
PH05444	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H05444	Q10	Q7	L639	hinunterschlückern	hinunterschlückern		Q14	-	trinken	Q20	Q20	Q20	Q20
PH05447	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H05447	Q10	Q7	L640	hinunterschlurpsen	hinunterschlurpsen		Q14	-	trinken	Q20	Q20	Q20	Q27
PH05451	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H05451	Q10	Q7	L641	hinunterschütten	hinunterschütten		Q14	2	schnell trinken	Q25	Q20	Q25	Q25
PH05461	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H05461	Q10	Q7	L642	hinunterstürzen	hinunterstürzen		Q14	2	trinken	Q25	Q25; Q20	Q20	Q25
PH05861	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H05861	Q10	Q7	L643	Hochzeitswein, Hochzeitwein	Hochzeitswein	Hochzeitwein	Q13	-	Wein für das Hochzeitsfest	Q36	Q36	Q36	Q36
PH05992	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H05992	Q10	Q7	L644	Hohenastheimer	Hohenastheimer		Q13	1	Apfel- oder Birnenwein	Q36		Q36	Q36
PH05992	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H05992	Q10	Q7	L644	Hohenastheimer	Hohenastheimer		Q13	2	gepanschter Wein	Q36	Q36	Q36	Q36
PH06079	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H06079	Q10	Q7	L645	Holderbeerenwein	Holderbeerenwein		Q13	-	Wein aus Holunderbeeren	Q36	Q36	Q36	Q36
PH06081	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H06081	Q10	Q7	L646	Holderblütentee, Holunderblütentee	Holderblütentee	Holunderblütentee	Q13	-	Tee aus Holunderblüten	Q41	Q41	Q41	Q41
PH06092	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H06092	Q10	Q7	L647	Holdersaft	Holdersaft		Q13	-	Saft aus Holunderbeeren	Q31	Q31	Q31	Q31
PH06176	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H06176	Q10	Q7	L648	Holzapfelbrühe	Holzapfelbrühe		Q13		saurer Wein	Q36	Q36	Q36	Q36
PH06407	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H06407	Q10	Q7	L649	Honiglikör	Honiglikör		Q13	-	Likör, mit Honig gesüßt	Q38	Q38	Q38	Q38
PH06408	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H06408	Q10	Q7	L650	Honiglimonade	Honiglimonade		Q13	-	mit Honig gesüßte Limonade	Q32	Q32	Q32	Q32
PH06423	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H06423	Q10	Q7	L651	Honigschnaps	Honigschnaps		Q13	-	mit Honig gesüßter Schnaps	Q38	Q38	Q38	Q38
PH06433	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H06433	Q10	Q7	L652	Honigwasser	Honigwasser		Q13	-	mit Honig gesüßtes Wasser	Q32	Q30	Q32	Q30
PH06435	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H06435	Q10	Q7	L653	Honigwein	Honigwein		Q13	-	Perlwein aus Wasser, Honig und Hefe	Q37	Q34; Q37	Q32	Q37
PH07546	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H07546	Q10	Q7	L654	Husarenkaffee	Husarenkaffee		Q13	-	Schnaps	Q38	Q38	Q38	Q38
PH07666	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H07666	Q10	Q7	L655	Hutzelbrühe	Hutzelbrühe		Q13	2b	schlechter Kaffee	Q42	Q42	Q42	Q42
PH07666	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H07666	Q10	Q7	L655	Hutzelbrühe	Hutzelbrühe		Q13		süßer Wein	Q36	Q36	Q36	Q36
PH07684	https://woerterbuchnetz.de/?sigle=PfWB&lemid=H07684	Q10	Q7	L656	Hypothekentilger	Hypothekentilger		Q13	-	schlechter Wein	Q36	Q36	Q36	Q36
PI00066	https://woerterbuchnetz.de/?sigle=PfWB&lemid=I00066	Q10	Q7	L657	illuminieren	illuminieren		Q14	-	sich betrinken	Q23	Q23	Q23	Q23
PI00290	https://woerterbuchnetz.de/?sigle=PfWB&lemid=I00290	Q10	Q7	L658	Itemwein	Itemwein		Q13	-	Wein, der bei der Versteigerung von Grundstücken ausgegeben wird	Q36	Q36	Q36	Q36
PI00306	https://woerterbuchnetz.de/?sigle=PfWB&lemid=I00306	Q10	Q7	L659	itzen	itzen		Q14	x	trinken	Q20	Q20	Q20	Q20
PJ00026	https://woerterbuchnetz.de/?sigle=PfWB&lemid=J00026	Q10	Q7	L660	Jagdfäßchen	Jagdfäßchen		Q13	-	kleines Fäßchen mit Wein, das man auf die Jagd mitnimmt	Q36			Q36
PJ00101	https://woerterbuchnetz.de/?sigle=PfWB&lemid=J00101	Q10	Q7	L661	Jakob	Jakob		Q13	2e	Apfelwein minderer Sorte, Haustrunk	Q36	Q36	Q36	Q36
PJ00111	https://woerterbuchnetz.de/?sigle=PfWB&lemid=J00111	Q10	Q7	L662	Jakobsetzdich	Jakobsetzdich		Q13	-	schlechter Wein	Q36	Q36	Q36	Q36
PJ00156	https://woerterbuchnetz.de/?sigle=PfWB&lemid=J00156	Q10	Q7	L663	Jankes	Jankes		Q13	-	schlechter Wein	Q36	Q36	Q36	Q36
PJ00223	https://woerterbuchnetz.de/?sigle=PfWB&lemid=J00223	Q10	Q7	L664	Jekuff	Jekuff		Q13	-	Umtrunk, das sich Zutrinken	Q20		Q23	
PJ00310	https://woerterbuchnetz.de/?sigle=PfWB&lemid=J00310	Q10	Q7	L665	Johannisbeerwein	Johannisbeerwein		Q13	-	Wein aus Johannisbeeren	Q36	Q36	Q36	Q36
PJ00352	https://woerterbuchnetz.de/?sigle=PfWB&lemid=J00352	Q10	Q7	L666	Johannistraubensaft	Johannistraubensaft		Q13	-	Saft aus Johannisbeeren	Q31	Q31	Q31	Q31
PJ00355	https://woerterbuchnetz.de/?sigle=PfWB&lemid=J00355	Q10	Q7	L667	Johannistraubenwasser	Johannistraubenwasser		Q13	-	Wasser mit Johannisbeerensaft	Q32	Q30	Q31	Q31
PJ00356	https://woerterbuchnetz.de/?sigle=PfWB&lemid=J00356	Q10	Q7	L668	Johannistraubenwein	Johannistraubenwein		Q13	-	Johannisbeerwein	Q36		Q36	Q36
PJ00363	https://woerterbuchnetz.de/?sigle=PfWB&lemid=J00363	Q10	Q7	L669	JohannJakob	Johann-Jakob		Q13	2c	Schnaps	Q38	Q38	Q38	Q38
PJ00371	https://woerterbuchnetz.de/?sigle=PfWB&lemid=J00371	Q10	Q7	L670	JohannPeter	Johann-Peter		Q13	2e	Schnaps	Q38	Q38	Q38	Q38
PJ00385	https://woerterbuchnetz.de/?sigle=PfWB&lemid=J00385	Q10	Q7	L671	Joli	Joli		Q13	-	Haustrunk	Q36		Q36	Q30
