"xml:id"	"Lemma"	"Wortart"	"Level"	"Definition"	"Konzept"	"Konzept_gemappt"
"PN01451"	"nussen"	"Verb"	2	"trinken"	"Trinken"	"Trinken"
"PN01475"	"Nuß-schnaps"	"Substantiv"	"-"	"aus grünen Walnüssen bereiteter Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PO00109"	"Ober-länder"	"Substantiv"	"-"	"Wein aus der oberen Haardt"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PO00234"	"Obst-saft"	"Substantiv"	"-"	"Obstsaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"kein_Trinken"
"PO00242"	"Obst-wein"	"Substantiv"	"-"	"Obstwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PO00541"	"Oktober-tee"	"Substantiv"	"-"	"Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PO00573"	"Olig"	"Substantiv"	2	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PQ00264"	"Quetsch"	"Substantiv"	"-"	"Zwetschgenbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"PQ00274"	"Quetschen-branntwein"	"Substantiv"	"-"	"Zwetschgenbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"PQ00303"	"Quetschen-schnaps"	"Substantiv"	"-"	"Zwetschgenbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"PQ00312"	"Quetschen-wasser"	"Substantiv"	"-"	"Zwetschgenbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"PR00049"	"Rachen-putzer"	"Substantiv"	"1b"	"scharfer Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PR00049"	"Rachen-putzer"	"Substantiv"	"1a"	"minderwertiger, schlechter Wein; Tresterwein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PR00059"	"Rackel-gackel"	"Substantiv"	"-"	"schlechter, gepanschter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PR00102"	"Radetzky"	"Substantiv"	"-"	"minderwertiger Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PR00122"	"Radler-maß"	"Substantiv"	"-"	"Mischgetränk aus Bier und Limonade"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"kein_Trinken"
"PR00253"	"Rampaß"	"Substantiv"	"1.1"	"saurer Wein, Tresterwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PR00263"	"Rampfer"	"Substantiv"	"-"	"saurer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PR00334"	"Ranzen-risser"	"Substantiv"	"-"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PR00383"	"Rappis"	"Substantiv"	"-"	"saurer, schlechter Wein; Tresterwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PR00399"	"Räppsel"	"Substantiv"	"-"	"Tresterwein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PR00401"	"Rappser, Räppser"	"Substantiv"	"-"	"Tresterwein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PR00454"	"Raspel"	"Substantiv"	3	"scharfer Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PR00480"	"Rassi-bulli"	"Substantiv"	"-"	"schlechter, saurer Wein; Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PR00571"	"Ratzen-butz"	"Substantiv"	"-"	"starker Zwetschenschnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"PR00727"	"Rauscher"	"Substantiv"	"-"	"gärender Most"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"PR00763"	"Reben-blut, Reb-"	"Substantiv"	2	"Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PR00780"	"Reben-saft, Reb-"	"Substantiv"	2	"Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PR01305"	"Reiß-mich-um"	"Substantiv"	"-"	"für Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PR01306"	"Reiß-mischung"	"Substantiv"	"-"	"sehr saurer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PR01532"	"Rhabarber-wein"	"Substantiv"	"-"	"Wein aus Rhabarber"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PR01551"	"Rhein-wasser"	"Substantiv"	2	"scherzhafte Bezeichnung des Ludwigshafener Biers"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"kein_Trinken"
"PR01664"	"Riesen-brand"	"Substantiv"	"-"	"sehr großer Durst"	"Durst"	"Durst"
"PR01691"	"Riesling-wein"	"Substantiv"	"-"	"Wein aus Riesling"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PR01866"	"Rippes"	"Substantiv"	"-"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PR01901"	"Risser"	"Substantiv"	"2e"	"neuer, noch gärender Wein mit prickelndem Geschmack"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PR02262"	"rösten, rosten"	"Verb"	"2b"	"einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PR02375"	"Rot-wein"	"Substantiv"	"-"	"Rotwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PR02699"	"Rülps-wasser"	"Substantiv"	"-"	"Sprudelwasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"PR02704"	"Rum"	"Substantiv"	"-"	"Rum"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"PR02776"	"Runde"	"Substantiv"	1	"von einem Teilnehmer einer Gesellschaft gestiftetes Getränk"	"Getränk"	"Getränk"
"PR02804"	"Rundung"	"Substantiv"	"x2"	"von einem Teilnehmer einer Gesellschaft gestiftetes Getränk"	"Getränk"	"Getränk"
"PR02848"	"rupfen"	"Verb"	"2g"	"trinken"	"Trinken"	"Trinken"
"PS00092"	"Säckels-brühe"	"Substantiv"	"-"	"schlechter, saurer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS00099"	"Säcker, Säckert"	"Substantiv"	2	"geringwertiger Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS00125"	"Säcker-wein"	"Substantiv"	"-"	"aus Trestern gewonnener Wein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS00181"	"Saft"	"Substantiv"	"2b"	"als Getränk, Heilmittel zubereiteter Saft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Getränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"PS00576"	"Sand-wein"	"Substantiv"	"-"	"Wein, der auf Sandboden wächst"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS00823"	"Sauer-ampfel, -ampfer, -ämpferich"	"Substantiv"	2	"saurer, minderwertiger, schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS00824"	"Sauerampfel-brühe"	"Substantiv"	"-"	"saurer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS00860"	"Sauer-milch"	"Substantiv"	"-"	"geronnene (ungekochte) Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PS00895"	"säufeln"	"Verb"	"-"	"trinken"	"Trinken"	"Trinken"
"PS00897"	"saufen"	"Verb"	"2a"	"im Übermaß Alkohol trinken, sich betrinken"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"	"Trinken; Trinken.Alkohol_trinken"
"PS00897"	"saufen"	"Verb"	"2b"	"(derb) trinken, bes. gierig, ungesittet trinken"	"Trinken.Schnell_große_Mengen_trinken"	"Trinken; Trinken.Alkohol_trinken"
"PS00902"	"Saufens"	"Substantiv"	1	"Getränk, Trinkvorrat"	"Getränk"	"Getränk"
"PS00907"	"Sauferei"	"Substantiv"	"-"	"Zechgelage, das fortwährende, unmäßige Trinken von Alkohol"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken"	"Getränk"
"PS00946"	"Sauf-zeug"	"Substantiv"	"-"	"Getränke"	"Getränk"	"kein_Trinken"
"PS00963"	"Sau-gesüff"	"Substantiv"	"-"	"minderwertiger, schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS01118"	"Saurach"	"Substantiv"	2	"saurer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS01303"	"Schächer"	"Substantiv"	"2b"	"Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PS01466"	"Schafs-milch, Schaf-milch"	"Substantiv"	"-"	"Schafsmilch, Schafmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"kein_Trinken"
"PS01637"	"Schamas"	"Substantiv"	"2b"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS01660"	"Schampanjer Champagner, Schampanjer"	"Substantiv"	1	"Schaumwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt"
"PS01666"	"Schampus"	"Substantiv"	"-"	"Schaumwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt"
"PS01844"	"schaskeln"	"Verb"	"-"	"(alkoholische Getränke) trinken, sich dem Trinken ergeben"	"Trinken.Alkohol_trinken"	"Trinken"
"PS01845"	"schaskenen"	"Verb"	"-"	"(alkoholische Getränke) trinken, sich dem Trinken ergeben"	"Trinken.Alkohol_trinken"	"Trinken"
"PS01847"	"schaskern"	"Verb"	"-"	"(alkoholische Getränke) trinken, sich dem Trinken ergeben"	"Trinken.Alkohol_trinken"	"Trinken"
"PS02326"	"Schiefer"	"Substantiv"	"2b"	"guter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS02339"	"Schiefer-wein"	"Substantiv"	"-"	"minderwertiger Wein aus schieferigem Boden"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS02374"	"schießen"	"Verb"	"2d"	"Schnaps trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PS02433"	"Schilcher"	"Substantiv"	2	"blaßroter, geringer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS02455"	"Schilkser"	"Substantiv"	"-"	"geringer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS02610"	"Schlabber-brühe"	"Substantiv"	"-"	"schlechtes, fades Getränk"	"Getränk"	"Getränk"
"PS02621"	"Schlabber-milch"	"Substantiv"	"-"	"geronnene Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PS02634"	"schlachten"	"Verb"	3	"einen schlachten = einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PS02742"	"Schlaf-trunk"	"Substantiv"	"-"	"Trunk vor dem Schlafengehen"	"Getränk"	"Getränk"
"PS02826"	"Schlamper, Schlämper"	"Substantiv"	2	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS02992"	"schlauchen, schläuchen"	"Verb"	"1b"	"einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PS03076"	"Schleh-branntwein"	"Substantiv"	"-"	"aus Schlehen hergestellter Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PS03089"	"Schleh-schnaps"	"Substantiv"	"-"	"aus Schlehen hergestellter Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PS03107"	"Schleich-wein"	"Substantiv"		"mit Hefe durchsetzter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS03228"	"schlenkern"	"Verb"	"3a"	"trinken, einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PS03336"	"Schlingel"	"Substantiv"	3	"schlechter, minderwertiger Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS03349"	"Schlinken-putzer"	"Substantiv"	"1b"	"schlechter Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PS03438"	"Schloriampels-brühe"	"Substantiv"	"-"	"schales, fades Getränk, dünner Kaffee"	"Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PS03439"	"Schlorum"	"Substantiv"	"1a"	"Kaffee; schaler, dünner Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PS03440"	"Schlorum-bier"	"Substantiv"	"-"	"eine Biersorte"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"kein_Trinken"
"PS03523"	"schluckern"	"Verb"	1	"häufig, wiederholt trinken"	"Trinken.Häufig_lange_trinken"	"Trinken"
"PS03591"	"schluppchen"	"Verb"	"x2"	"schluckweise trinken"	"Trinken.Langsam_kleine_Mengen_trinken"	"Trinken"
"PS03596"	"schlürfeln"	"Verb"	"-"	"in kleinen Schlucken trinken, nippen"	"Trinken.Langsam_kleine_Mengen_trinken"	"Trinken.Langsam_kleine_Mengen_trinken"
"PS03608"	"Schlurpser"	"Substantiv"	1	"Schluck, Trunk"	"Getränk"	"Getränk"
"PS03619"	"Schlüsselblumen-tee"	"Substantiv"	"-"	"Tee aus den Blüten der Schlüsselblume"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"
"PS03646"	"schlutzern"	"Verb"	2	"(in kleinen Schlucken, schlürfend) trinken"	"Trinken.Langsam_kleine_Mengen_trinken;Trinken.Geräuschvoll_trinken"	"Trinken"
"PS03852"	"schmettern"	"Verb"	2	"trinken, einen heben"	"Trinken.Alkohol_trinken"	"Trinken; Trinken.Alkohol_trinken"
"PS03901"	"schmieren"	"Verb"	3	"trinken, zu trinken geben"	"Trinken"	"Trinken"
"PS03951"	"Schmisser"	"Substantiv"	3	"trockener, harter Wein, der einen umwirft"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS03987"	"Schmoras"	"Substantiv"	"-"	"Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PS03989"	"schmoren"	"Verb"	2	"einen trinken, einen heben"	"Trinken.Alkohol_trinken"	"Trinken; Trinken.Alkohol_trinken"
"PS04187"	"schnallen"	"Verb"	"x5"	"sich betrinken"	"Trinken.Alkohol_trinken"	"Trinken.Alkohol_trinken"
"PS04193"	"Schnalzer"	"Substantiv"	3	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS04243"	"Schnaps"	"Substantiv"	1	"Getränk mit hohem Alkoholanteil"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PS04254"	"schnäpseln"	"Verb"	"-"	"gerne und oft Schnaps trinken"	"Trinken.Alkohol_trinken; Trinken.Häufig_lange_trinken"	"Trinken"
"PS04255"	"schnapsen"	"Verb"	"-"	"Schnaps trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PS04261"	"Schnaps-gepfetze"	"Substantiv"	"-"	"Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PS04315"	"schnärren"	"Verb"	10	"einen (Wein, Schnaps) trinken"	"Trinken.Alkohol_trinken"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Trinken"
"PS04351"	"Schnaubian"	"Substantiv"	"-"	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PS04576"	"schnellern"	"Verb"	5	"einen (Schoppen, Schnaps usw.) trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PS04675"	"Schnips"	"Substantiv"	2	"ein Gläschen Schnaps oder einfachen Kornbranntweins"	"Trinken.Alkohol_trinken"	"kein_Trinken"
"PS04715"	"Schnitt-wein"	"Substantiv"	"-"	"Wein aus der letzten Mostpressung"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS04720"	"Schnitz-brühe"	"Substantiv"		"Wasser, in dem Apfel- oder Birnenstücke gekocht wurden"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"PS04881"	"schnurren"	"Verb"	6	"einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PS04896"	"Schnurr-gückel"	"Substantiv"	1	"Tresterwein, Haustrunk, minderwertiger Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS04953"	"Schockele-majem"	"Substantiv"	"-"	"Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PS04979"	"Schoker"	"Substantiv"	"-"	"Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PS04986"	"Schokolade"	"Substantiv"	"-"	"Süßigkeit aus Kakao, Milch und Zucker"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PS05045"	"schöpfen"	"Verb"	3	"ausgiebig trinken"	"Trinken.Schnell_große_Mengen_trinken"	"Trinken"
"PS05059"	"schöppeln"	"Verb"	"-"	"(gern und häufig) trinken"	"Trinken.Häufig_lange_trinken"	"Trinken"
"PS05072"	"Schoppen-wein"	"Substantiv"	"-"	"in Schoppen (vom Faß) ausgeschenkter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS05097"	"Schorle"	"Substantiv"	"-"	"Wein und Mineralwasser (meist) je zur Hälfte vermischt"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"kein_Trinken"
"PS05098"	"Schorle-morle"	"Substantiv"	"-"	"Wein und Mineralwasser (meist) je zur Hälfte vermischt"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"kein_Trinken"
"PS05365"	"Schröpf-kopf"	"Substantiv"	3	"kleines Fäßchen mit Wein oder Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"kein_Trinken"
"PS05855"	"Schüssel-milch"	"Substantiv"	"-"	"Milch, die in einer flachen Schüssel entrahmt wurde"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PS05893"	"Schüttel-riesling"	"Substantiv"	"-"	"Apfelwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PS05980"	"schwächen"	"Verb"	2	"Alkohol trinken, einen trinken, zechen"	"Trinken.Alkohol_trinken"	"Trinken; Trinken.Alkohol_trinken"
"PS06158"	"schwappeln"	"Verb"	2	"viel Alkohol trinken"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"	"Trinken"
"PS06159"	"schwappen"	"Verb"	3	"Alkohol trinken, stark trinken"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"	"Trinken; Trinken.Alkohol_trinken"
"PS06319"	"schwefeln"	"Verb"	"1.2"	"einen schwefeln = einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PS06719"	"Sechel"	"Substantiv"	2	"ein Glas Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"kein_Trinken"
"PS06825"	"Seelen-wärmer, Seel-"	"Substantiv"	2	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PS06969"	"Seifen-brühe"	"Substantiv"	2	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS07106"	"Sekt"	"Substantiv"	"-"	"Schaumwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt"
"PS07167"	"Selters-wasser, Selzer-"	"Substantiv"	"-"	"Mineral-, Sprudelwasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"PS07599"	"Silven-wein"	"Substantiv"		"Wein aus Silvanertrauben"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS07695"	"Sirup"	"Substantiv"	"-"	"Sirup"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"kein_Trinken"
