xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Top_1	Konzeptübereinstimmung
PD04968	dudeln	dudeln	Verb	2	(Alkohol) trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PD05009	dulfen	dulfen	Verb	2c	übermäßig trinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	perfekt
PD05031	tulpen	tulpen	Verb	-	(Alkohol) trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PD05457	durch-saufen	durchsaufen	Verb	-	einen Zeitraum hindurch unmäßig trinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	perfekt
PD05551	durch-zechen	durchzechen	Verb	-	lange Zeit zechen	Trinken.Alkohol_trinken	kein_Trinken	kein
PD05604	Turko	Turko	Substantiv	2	Bez. für schlechten Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PD05712	Durst	Durst	Substantiv	-	Durst	Durst	Durst	perfekt
PD05717	dursterig, dürsterig	dursterig, dürsterig	Adjektiv	x	durstig	Durst	Durst	perfekt
PD05718	durstig, dürstig	durstig, dürstig	Adjektiv	-	durstig, dürstig	Durst	Durst	perfekt
PD05776	Tut	Tut	Substantiv	-	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	perfekt
PD05778	tutchen	tutchen	Verb	x	trinken	Trinken	Trinken	perfekt
PD05783	tuten	tuten	Verb	2	tüchtig trinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Alkohol_trinken	Trinken.Schnell_große_Mengen_trinken	perfekt
PE00146	Edel-wein	Edelwein	Substantiv	-	Edelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PE00257	Ehr-wein	Ehrwein	Substantiv		auserlesener Wein, der aus besonderen Anlässen gereicht wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PE00282	Eichel-kaffee	Eichelkaffee	Substantiv	-	Kaffee-Ersatz aus gerösteten Eicheln	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	perfekt
PE00406	Eier-wein	Eierwein	Substantiv	-	Wein mit verrührtem Ei und Zucker	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PE00499	ein-binden	einbinden	Verb	3	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PE00686	ein-läppern	einläppern	Verb	-	in kleinen Schlucken trinken	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken	perfekt
PE01003	ein-wärmen	einwärmen	Verb	3	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PE01015	ein-wickeln	einwickeln	Verb	2c	einen über den Durst trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PE01305	Elfer, Elfter	Elfer, Elfter	Substantiv	2	ein Wein von besonderer Güte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PE01315	Elfuhr-messe	Elfuhrmesse	Substantiv	-	Frühschoppen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	perfekt
PE01768	Erdbeeren-bowle, Erdbeer-bowle	Erdbeerenbowle, Erdbeerbowle	Substantiv	-	Erdbeerenbowle, Erdbeerbowle	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PE01778	Erdbeeren-schnaps, Erdbeer-schnaps	Erdbeerenschnaps, Erdbeerschnaps	Substantiv	-	auf Erdbeeren gezogener Likör	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PE01998	Ern-wein	Ernwein	Substantiv	-	Wein, der den Erntearbeitern zum Erntefest gereicht wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PE02096	Erz-engeler	Erzengeler	Substantiv	-	eine Weinbezeichnung	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	kein
PE02211	Essenz	Essenz	Substantiv	1	Kaffee-Ersatz, Zichorie	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	perfekt
PE02324	Eulen-seiche	Eulenseiche	Substantiv	-	verächtlich von abgestandenem Bier und anderen Getränken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	perfekt
PE02328	Eureka	Eureka	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PE02364	exen	exen	Verb	-	auf einen Zug austrinken	Trinken.Austrinken	Trinken.Austrinken	perfekt
PF00505	Faß-wein	Faßwein	Substantiv	-	Wein direkt vom Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PF01305	ver-drücken	verdrücken	Verb	2b	einen Schoppen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PF01484	ver-haften	verhaften	Verb	2b	austrinken	Trinken.Alkohol_trinken; Trinken.Austrinken	Trinken.Austrinken	perfekt
PF01615	ver-kasematukeln	verkasematukeln	Verb	-	einen Schoppen, einen Schnaps trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PF01749	ver-kümmeln	verkümmeln	Verb	1b	durchbringen, vertrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PF01844	ver-löten	verlöten	Verb	-	einen (Schoppen) trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PF02001	ver-pfetzen	verpfetzen	Verb	2	vertrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PF02014	ver-pitschen	verpitschen	Verb	1	vertrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PF02140	ver-salzen	versalzen	Verb	x3	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PF02146	ver-saufen	versaufen	Verb	1.1a	vertrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PF02165	ver-schaskenen	verschaskenen	Verb	-	mit Trinken vergeuden	Trinken.Alkohol_trinken	kein_Trinken	kein
PF02235	ver-schmieren	verschmieren	Verb	1b'a	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PF02311	ver-schwinden	verschwinden	Verb	3a	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PF02320	ver-seibeln	verseibeln	Verb	2	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PF03326	firnzen	firnzen	Verb	-	einen trinken, schlagen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PF03625	Flaschen-wein	Flaschenwein	Substantiv	-	Flaschenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PF04250	voll-laufen	volllaufen	Verb	2	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PF04269	voll-saufen	vollsaufen	Verb	1	sich satttrinken	Trinken	kein_Trinken	kein
PF04269	voll-saufen	vollsaufen	Verb	2	sich besinnungslos betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	perfekt
PF04279	voll-trinken	volltrinken	Verb	-	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PF05096	Frei-bier	Freibier	Substantiv	-	Freibier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	perfekt
PF05493	Frühjahrs-tee	Frühjahrstee	Substantiv	-	Tee von den im Frühling blühenden Blumen und Kräutern	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	perfekt
PF05503	Früh-messe	Frühmesse	Substantiv	2a	Frühschoppen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	perfekt
PG00294	Gänsefüßer-wein	Gänsefüßerwein	Substantiv		Wein aus Gänsefüßertrauben hergestellt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PG00355	Gänse-wein	Gänsewein	Substantiv	-	Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	perfekt
PG00486	Gartenhäusel-trauben	Gartenhäuseltrauben	Substantiv	-	wilder Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PG00743	Gauls-, Gäuls-milch	Gaulsmilch, Gäulsmilch	Substantiv	-	Stutenmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	perfekt
PG01528	Ge-lapper	Gelapper	Substantiv	x	Sauermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	perfekt
PG01529	Ge-läpper	Geläpper	Substantiv	-	häufiges Trinken	Trinken	Trinken.Schnell_große_Mengen_trinken; Trinken	perfekt
PG01867	ge-nehmigen	genehmigen	Verb	-	sich einen Schoppen Wein, einen Schnaps genehmigen	Trinken.Alkohol_trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Trinken.Alkohol_trinken	voll
PG02180	Gersten-brühe	Gerstenbrühe	Substantiv	-	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	perfekt
PG02187	Gersten-kaffee	Gerstenkaffee	Substantiv	-	Kaffeeersatz aus gerösteten Gerstenkörnern	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	perfekt
PG02499	Gesinde-wein, Gesind-wein	Gesindewein, Gesindwein	Substantiv	-	minderwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PG02505	Ge-söff, -söffs, Ge-süff, -süffs	Gesöff, Gesöffs, Gesüff, Gesüffs	Substantiv	1	schlechtes, minderwertiges Getränk	Getränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk	perfekt
PG02505	Ge-söff, -söffs, Ge-süff, -süffs	Gesöff, Gesöffs, Gesüff, Gesüffs	Substantiv	2	Getränk	Getränk	Getränk	perfekt
PG02609	Gesundheits-tee	Gesundheitstee	Substantiv	-	Tee von Heilkräutern	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	perfekt
PG02634	Ge-tränk	Getränk	Substantiv	1	Getränk für den Menschen	Getränk	Getränk	perfekt
PG02934	Gichtrosen-wein	Gichtrosenwein	Substantiv	x	Wein aus Gichtrosen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PG03154	Glas	Glas	Substantiv	3b	Inhalt des Trinkglases	Getränk	kein_Trinken	kein
PG03401	gluckeln	gluckeln	Verb	-	Schnaps trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PG03403	glucken	glucken	Verb	2	trinken	Trinken	Trinken	perfekt
PG03410	gluckern	gluckern	Verb	1	hastig trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken	perfekt
PG03417	glucksen	glucksen	Verb	2d'a	gierig und deutlich vernehmbar trinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken; Trinken.Schnell_große_Mengen_trinken	perfekt
PG03653	Gori	Gori	Substantiv	2.2	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PG03653	Gori	Gori	Substantiv	2.1	geringer Wein, gärender Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PG03657	gorzen	gorzen	Verb	x1	trinken	Trinken	Trinken	perfekt
PG04446	Grundbirnen-bumpes, Grundbirn-bumpes	Grundbirnenbumpes, Grundbirnbumpes	Substantiv	2	Kartoffelschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PG04457	Grundbirnen-fusel, Grundbirn-fusel	Grundbirnenfusel, Grundbirnfusel	Substantiv	-	Kartoffelschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PG04532	Grundbirnen-schnaps, Grundbirn-schnaps	Grundbirnenschnaps, Grundbirnschnaps	Substantiv	-	Kartoffelschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PG04677	Gruscheln-wein, Gruschel-wein	Gruschelnwein, Gruschelwein	Substantiv	-	Stachelbeerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PG04698	Grusselbeeren-wein, Grusselbeer-wein	Grusselbeerenwein, Grusselbeerwein	Substantiv	-	Stachelbeerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	kein
PG04745	Gückes	Gückes	Substantiv	2	Branntwein, Kartoffelschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PG04745	Gückes	Gückes	Substantiv	1	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PH00595	halb-schöpperln	halbschöpperln	Verb	-	einen Halbschoppen nach dem anderen trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	perfekt
PH00710	Halsrosen-tee	Halsrosentee	Substantiv	-	Tee aus der Halsrose	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	perfekt
PH00784	Hammels-milch, Hammel-milch	Hammelsmilch, Hammelmilch	Substantiv	-	Schafsmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken	kein
PH01153	Hannes-setz-dich	Hannessetzdich	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PH01178	Hansel, Hänsel	Hansel, Hänsel	Substantiv	x3	schales Bier, Tropfbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	perfekt
PH01730	Haupt-wein	Hauptwein	Substantiv	-	Qualitätswein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PH01768	Hausfriedens-bruch	Hausfriedensbruch	Substantiv	-	geringer Wein für den täglichen Hausgebrauch	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PH01833	Haus-mops	Hausmops	Substantiv	-	Wein minderer Qualität für den Hausgebrauch	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PH01887	Haus-trunk, -trank	Haustrunk, Haustrank	Substantiv	-	geringer Wein für den täglichen Hausgebrauch	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PH01966	heben	heben	Verb	I2c	einen Schoppen, einen Schnaps trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PH02010	Heckenbeeren-tee	Heckenbeerentee	Substantiv	-	Brombeerentee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	perfekt
PH02173	Heidelbeeren-saft, Heidelbeer-saft	Heidelbeerensaft, Heidelbeersaft	Substantiv	-	Heidelbeerensaft, Heidelbeersaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	perfekt
PH02174	Heidelbeeren-schnaps, Heidelbeer-schnaps	Heidelbeerenschnaps, Heidelbeerschnaps	Substantiv	-	aus Heidelbeeren gebrannter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PH02180	Heidelbeeren-wein, Heidelbeer-wein	Heidelbeerenwein, Heidelbeerwein	Substantiv	-	Heidelbeerenwein, Heidelbeerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PH03728	herum-saufen	herumsaufen	Verb	-	auf anderer Kosten trinken	Trinken	Trinken	perfekt
PH03873	Herum-trunk	Herumtrunk	Substantiv		Umtrunk	Trinken	Trinken; Getränk	voll
PH04398	Hick-auf	Hickauf	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PH04462	Himbeeren-wasser, Himbeer-wasser	Himbeerenwasser, Himbeerwasser	Substantiv	-	mit Himbeerensaft gesüßtes Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	perfekt
PH04463	Himbeeren-wein, Himbeer-wein	Himbeerenwein, Himbeerwein	Substantiv	-	Wein aus Himbeeren oder Brombeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PH04545	Himmels-wein	Himmelswein	Substantiv	-	himmlischer Wein (im Kinderspiel)	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PH04921	hinein-schlurpsen	hineinschlurpsen	Verb	2	schlürfend trinken	Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken	perfekt
PH05378	hinunter-bürsten	hinunterbürsten	Verb	-	trinken	Trinken	Trinken	perfekt
PH05379	hinunter-drehen	hinunterdrehen	Verb	2	trinken	Trinken	Trinken	perfekt
PH05394	hinunter-gießen	hinuntergießen	Verb	-	trinken	Trinken	Trinken	perfekt
PH05402	hinunter-jagen	hinunterjagen	Verb	-	rasch trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken; Trinken	perfekt
PH05411	hinunter-läppern	hinunterläppern	Verb	-	schlürfend trinken	Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken	perfekt
PH05414	hinunter-leeren	hinunterleeren	Verb	-	trinken	Trinken.Austrinken	Trinken	perfekt
PH05440	hinunter-schlenkern	hinunterschlenkern	Verb	-	schnell trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken; Trinken	perfekt
PH05444	hinunter-schlückern	hinunterschlückern	Verb	-	trinken	Trinken	Trinken	perfekt
PH05447	hinunter-schlurpsen	hinunterschlurpsen	Verb	-	trinken	Trinken	Trinken	perfekt
PH05461	hinunter-stürzen	hinunterstürzen	Verb	2	trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	perfekt
PH05992	Hohen-astheimer	Hohenastheimer	Substantiv	1	Apfel- oder Birnenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PH05992	Hohen-astheimer	Hohenastheimer	Substantiv	2	gepanschter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PH06081	Holderblüten-tee, Holunderblüten-	Holderblütentee, Holunderblütentee	Substantiv	-	Tee aus Holunderblüten	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	perfekt
PH06092	Holder-saft	Holdersaft	Substantiv	-	Saft aus Holunderbeeren	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	perfekt
PH06176	Holzapfel-brühe	Holzapfelbrühe	Substantiv		saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PH06433	Honig-wasser	Honigwasser	Substantiv	-	mit Honig gesüßtes Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	perfekt
PH06435	Honig-wein	Honigwein	Substantiv	-	Perlwein aus Wasser, Honig und Hefe	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	perfekt
PH07666	Hutzel-brühe	Hutzelbrühe	Substantiv	2b	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	perfekt
PH07684	Hypotheken-tilger	Hypothekentilger	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PI00066	illuminieren	illuminieren	Verb	-	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PI00306	itzen	itzen	Verb	x	trinken	Trinken	Trinken	perfekt
PJ00026	Jagd-fäßchen	Jagdfäßchen	Substantiv	-	kleines Fäßchen mit Wein, das man auf die Jagd mitnimmt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PJ00101	Jakob	Jakob	Substantiv	2e	Apfelwein minderer Sorte, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PJ00156	Jankes	Jankes	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PJ00310	Johannisbeer-wein	Johannisbeerwein	Substantiv	-	Wein aus Johannisbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PJ00355	Johannistrauben-wasser	Johannistraubenwasser	Substantiv	-	Wasser mit Johannisbeerensaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	perfekt
PJ00356	Johannistrauben-wein	Johannistraubenwein	Substantiv	-	Johannisbeerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PJ00371	Johann-Peter	JohannPeter	Substantiv	2e	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PJ00431	juckeln	juckeln	Verb	I1a'd	in kleinen Schlucken trinken	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken	perfekt
PJ00569	Jungfern-wein, Jungfer-wein	Jungfernwein, Jungferwein	Substantiv	-	der aus den ersten Trauben eines neuangelegten Wingerts gewonnene Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
